NAME,A,ECC,PER,MSINI,MASS,FE,MSTAR,DATE,R,GRAVITY,DENSITY,DIST,DEC
KOI 1341.01,0.055,0,4.514349,,2.8055429718676264,,,,0.1472033933871806,,,,
KOI 159.02,0.036,0,2.403654,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 1339.01,0.048,0,4.168078,,2.8055429718676264,,,,0.1472033933871806,,,,
KOI 1338.03,0.147,0,21.01,,1.4809413617191411,,,,0.10794915515059911,,,,
KOI 1338.02,0.233,0,42.04,,2.770628689548617,,,,0.1463112516090765,,,,
KOI 1338.01,0.042,0,3.22296,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 1337.01,0.028,0,1.92282,,1.2862979976310545,,,,0.1008120209257661,,,,
KOI 1336.04,0.054,0,4.458252,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1336.03,0.232,0,40.10101,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1335.01,0.524,0,127.8329,,142.73848339964263,,,,0.7672419291695474,,,,
KOI 159.01,0.086,0,8.990916,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1151.01,0.057,0,5.217811,,1.4809413617191411,,,,0.10794915515059911,,,,
KOI 1150.01,0.015,0,0.6773911,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 1149.01,0.069,0,7.1688,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 1148.02,0.178,0,25.2629,,2.599429696425685,,,,0.14185054271855588,,,,
KOI 1148.01,0.105,0,11.47613,,3.6307279580728875,,,,0.16683051250547137,,,,
KOI 1146.01,0.059,0,7.097028,,1.3336367396375375,,,,0.10259630448197436,,,,
KOI 1145.01,0.195,0,30.58396,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 148.03,0.23,0,42.89592,,5.812992950478861,,,,0.20965331785446936,,,,
KOI 1142.01,0.045,0,3.75577,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1141.01,0.052,0,5.728256,,2.565863797017356,,,,0.14095840094045176,,,,
KOI 943.01,0.043,0,3.601449,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 942.01,0.092,0,11.515093,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 941.03,0.15,0,24.66454,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 941.02,0.032,0,2.382666,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 941.01,0.062,0,6.581501,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 940.01,0.063,0,6.104862,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 939.04,0.095,0,10.68176,,2.701474857639347,,,,0.14452696805286824,,,,
KOI 939.03,0.027,0,1.620436,,1.2398391228567738,,,,0.09902773736955787,,,,
KOI 939.02,0.063,0,5.839061,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 939.01,0.044,0,3.388008,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 938.03,0.06,0,5.71442,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 938.02,0.019,0,1.045632,,1.6628479427786154,,,,0.11419414759732799,,,,
KOI 938.01,0.087,0,9.946049,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 177.01,0.149,0,21.06046,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 1521.01,0.156,0,25.94199,,3.874788985660138,,,,0.1721833631740961,,,,
KOI 1520.01,0.128,0,18.45848,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 1519.01,0.056,0,5.144392,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 1518.01,0.177,0,27.50655,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 1517.01,0.232,0,40.06841,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1516.01,0.154,0,20.55341,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 1515.02,0.06,0,7.061193,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 1515.01,0.025,0,1.937034,,0.9676892801500545,,,,0.08832203603230837,,,,
KOI 176.01,0.204,0,30.22935,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 1511.01,0.036,0,2.578878,,3.1299071301926937,,,,0.15523266939011773,,,,
KOI 1510.01,0.016,0,0.83995,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 1332.03,0.296,0,56.634,,8.774789507630548,,,,0.25604469031588384,,,,
KOI 1332.02,0.067,0,6.0974,,2.8055429718676264,,,,0.1472033933871806,,,,
KOI 1332.01,0.145,0,19.306,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1331.01,0.064,0,6.800945,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 1329.01,0.191,0,33.1994,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 1328.01,0.359,0,80.96711,,37.38192542352123,,,,0.5174422313003925,,,,
KOI 1325.01,0.091,0,10.035355,,23.188952622555195,,,,0.41038521792789745,,,,
KOI 1323.01,0.05,0,3.9901099,,52.56048839125927,,,,0.57097073798664,,,,
KOI 1320.01,0.09,0,10.506822,,119.5851696008353,,,,0.7315562580453824,,,,
KOI 1129.01,0.051,0,4.897134,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 1128.01,0.019,0,0.9748764,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 1127.03,0.04,0,2.83678,,1.9415604555609163,,,,0.12311556537836923,,,,
KOI 1127.02,0.08,0,8.1281,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1127.01,0.06,0,5.326679,,7.561591267559726,,,,0.23820185475380135,,,,
KOI 937.01,0.142,0,20.83495,,6.175322653622524,,,,0.21589831030119822,,,,
KOI 936.02,0.015,0,0.8930477,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 936.01,0.07,0,9.467839,,7.045901933640463,,,,0.23017257875086425,,,,
KOI 935.04,0.094,0,9.61686,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 935.03,0.411,0,87.6472,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 934.03,0.139,0,18.74656,,8.901220430652069,,,,0.25782897387209214,,,,
KOI 934.02,0.106,0,12.41211,,6.712512601411828,,,,0.2248197280822395,,,,
KOI 934.01,0.064,0,5.826659,,17.387757800424883,,,,0.35685671124164997,,,,
KOI 127.01,0.047,0,3.57878272,,481.40977576542963,,,,0.9751109634678086,,,,
KOI 931.01,0.048,0,3.8556024,,550.1677824040634,,,,0.9902773736955787,,,,
KOI 1508.01,0.154,0,22.04579,,9.679367538747362,,,,0.2685346752093416,,,,
KOI 1507.01,0.155,0,21.35913,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1506.01,0.23,0,40.42805,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1505.01,0.058,0,5.032589,,5.169959338117902,,,,0.19805547473911575,,,,
KOI 1503.01,0.537,0,150.2413,,17.12018462935869,,,,0.35418028590733763,,,,
KOI 1501.01,0.033,0,2.617056,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 1499.03,0.062,0,6.20934,,0.8456707791486491,,,,0.08475346891989187,,,,
KOI 1499.02,0.016,0,0.840649,,0.2572019750209891,,,,0.058881357354872245,,,,
KOI 1499.01,0.107,0,14.163994,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 1316.02,0.113,0,12.37679,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 1316.01,0.082,0,7.64951,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 1315.01,0.074,0,6.846337,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 1314.01,0.09,0,8.57507,,12.97414412591317,,,,0.3095731970021314,,,,
KOI 1312.01,0.069,0,6.146918,,2.9116362676213283,,,,0.14987981872149297,,,,
KOI 1311.01,0.388,0,83.57752,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 1310.01,0.142,0,19.12962,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1309.01,0.102,0,10.117121,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1308.01,0.162,0,23.58461,,4.886239243271286,,,,0.192702624070491,,,,
KOI 1307.02,0.142,0,20.34229,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 1118.01,0.077,0,7.373009,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1117.01,0.107,0,11.08942,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1116.01,0.047,0,3.749103,,2.5325223335620914,,,,0.1400662591623476,,,,
KOI 1115.01,0.105,0,12.99178,,4.747467311306212,,,,0.1900261987361786,,,,
KOI 1113.02,0.389,0,83.4421,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1113.01,0.179,0,25.93416,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 1112.01,0.225,0,37.81062,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 1739.01,0.721,0,220.657,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 1738.01,0.047,0,4.167856,,1.5835603779652005,,,,0.11151772226301562,,,,
KOI 1736.01,0.196,0,31.0031,,6.494869996356761,,,,0.22125116096982297,,,,
KOI 193.01,0.225,0,37.590272,,605.988772524798,,,,1.2489984893457748,,,,
KOI 1733.01,0.134,0,19.18123,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1732.01,0.237,0,43.31688,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1731.01,0.034,0,2.594962,,6.65775587108658,,,,0.22392758630413534,,,,
KOI 1727.01,0.263,0,49.76999,,37.38192542352123,,,,0.5174422313003925,,,,
KOI 1726.01,0.217,0,44.96393,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 1725.01,0.054,0,9.8847,,1.3336367396375375,,,,0.10259630448197436,,,,
KOI 1724.01,0.135,0,17.42459,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 1723.01,0.305,0,59.62217,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 1722.01,0.118,0,14.87712,,3.2420889703037328,,,,0.15790909472443013,,,,
KOI 192.01,0.095,0,10.2909988,,290.23104638052115,,,,0.9010631958851661,,,,
KOI 1721.01,0.268,0,52.632,,5.71153966661072,,,,0.20786903429826112,,,,
KOI 1720.01,0.286,0,59.6626,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 1718.01,0.332,0,67.667,,15.644230603267582,,,,0.3390138756795675,,,,
KOI 1717.01,0.088,0,10.56156,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 1716.01,0.05,0,4.880861,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 1715.01,0.43,0,105.0129,,3.6708375830613647,,,,0.16772265428357547,,,,
KOI 1498.02,0.036,0,2.421496,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 1498.01,0.064,0,5.833734,,4.839753331230365,,,,0.19181048229238684,,,,
KOI 1496.01,0.218,0,36.12846,,550.1677824040634,,,,0.9902773736955787,,,,
KOI 174.01,0.253,0,56.35387,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 1495.01,0.122,0,15.5949,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1494.01,0.073,0,8.1959,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1491.01,0.042,0,3.148679,,6.822718550845363,,,,0.22660401163844773,,,,
KOI 1489.01,0.115,0,16.00451,,4.299736465339653,,,,0.18110478095513735,,,,
KOI 1488.01,0.044,0,3.949633,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 1486.02,0.191,0,30.18376,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1307.01,0.241,0,44.85199,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1306.04,0.187,0,29.22,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 1306.03,0.065,0,5.91,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 1306.02,0.045,0,3.46805,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 1306.01,0.029,0,1.8,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 1305.02,0.063,0,6.18677,,1.2862979976310545,,,,0.1008120209257661,,,,
KOI 1305.01,0.036,0,2.633893,,1.636197275520205,,,,0.11330200581922387,,,,
KOI 1304.01,0.055,0,4.59731,,2.4665123720615787,,,,0.13828197560613936,,,,
KOI 1303.01,0.2,0,34.29834,,19.988221993588024,,,,0.3818366810285655,,,,
KOI 1302.01,0.286,0,55.63765,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1301.02,0.214,0,37.51391,,5.762151414900717,,,,0.2087611760763652,,,,
KOI 1301.01,0.104,0,12.69906,,6.822718550845363,,,,0.22660401163844773,,,,
KOI 1300.01,0.012,0,0.6313298,,1.8274095265926746,,,,0.11954699826595275,,,,
KOI 1110.01,0.083,0,8.73477,,2.701474857639347,,,,0.14452696805286824,,,,
KOI 1109.01,0.064,0,6.72108,,0.7087053595781141,,,,0.08029276002937125,,,,
KOI 1108.02,0.025,0,1.475316,,1.0207092017853503,,,,0.09010631958851661,,,,
KOI 1108.01,0.135,0,18.92532,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 1106.02,0.128,0,15.98467,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1106.01,0.077,0,7.425992,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 1103.01,0.408,0,90.1386,,37.38192542352123,,,,0.5174422313003925,,,,
KOI 1102.04,0.052,0,4.244363,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1102.03,0.14,0,18.99835,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 1686.01,0.231,0,56.8672,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 1685.01,0.354,0,70.4654,,13.995330267492003,,,,0.321171040117485,,,,
KOI 1684.01,0.326,0,62.81557,,80.09568837271686,,,,0.6512634980160111,,,,
KOI 1683.01,0.085,0,9.11513,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 1681.01,0.057,0,6.939228,,1.557573936796813,,,,0.11062558048491149,,,,
KOI 1677.02,0.08,0,8.5117,,0.5022632866945143,,,,0.07226348402643412,,,,
KOI 191.02,0.034,0,2.4183985,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1677.01,0.269,0,52.06986,,4.979897189827529,,,,0.19448690762669923,,,,
KOI 1675.01,0.116,0,14.6243,,178.69880734420806,,,,0.8118490180747536,,,,
KOI 1672.01,0.176,0,33.86736,,3.7111739973176237,,,,0.1686147960616796,,,,
KOI 1669.01,0.319,0,61.039,,5.218047376306667,,,,0.19894761651721984,,,,
KOI 1665.02,0.065,0,5.91461,,0.8751104160187617,,,,0.08564561069799599,,,,
KOI 1665.01,0.073,0,6.9338,,1.3336367396375375,,,,0.10259630448197436,,,,
KOI 1662.01,0.016,0,0.7840262,,2.7359393456497925,,,,0.14541910983097237,,,,
KOI 1660.01,0.213,0,35.638,,4.084419039052181,,,,0.17664407206461674,,,,
KOI 1659.01,0.2,0,29.53838,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 191.01,0.118,0,15.3587794,,507.55339366511566,,,,0.9813559559145374,,,,
KOI 1656.01,0.274,0,51.39,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1655.01,0.019,0,0.9384704,,2.4013991218536286,,,,0.13649769204993112,,,,
KOI 173.01,0.091,0,10.060791,,6.494869996356761,,,,0.22125116096982297,,,,
KOI 1486.01,0.499,0,127.28144,,236.9721502421163,,,,0.8653775247610012,,,,
KOI 1484.01,0.042,0,3.470194,,4.520749781949551,,,,0.185565489845658,,,,
KOI 1481.01,0.059,0,5.10137,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1480.02,0.066,0,7.00433,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 1480.01,0.135,0,20.38164,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1478.01,0.342,0,76.13354,,30.56543866053477,,,,0.4692665752827697,,,,
KOI 1477.01,0.916,0,339.0781,,178.69880734420806,,,,0.8118490180747536,,,,
KOI 1476.01,0.273,0,56.36391,,20.18110855489766,,,,0.3836209645847737,,,,
KOI 1475.03,0.046,0,4.729344,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 1475.02,0.074,0,9.512123,,3.4725558940596986,,,,0.16326194539305486,,,,
KOI 1299.01,0.303,0,52.50128,,225.7542866464136,,,,0.8564561069799599,,,,
KOI 1298.02,0.337,0,92.7388,,4.565636687812121,,,,0.1864576316237621,,,,
KOI 1298.01,0.082,0,11.008121,,8.156584209908099,,,,0.24712327253484262,,,,
KOI 1288.01,0.495,0,117.93119,,460.96548255797774,,,,0.9697581127991838,,,,
KOI 1101.01,0.036,0,2.84796,,0.7888657482599654,,,,0.08296918536368363,,,,
KOI 1099.01,0.581,0,161.5266,,45.30236119638074,,,,0.5442064846435162,,,,
KOI 1096.01,1.062,0,414,,323.46789400985665,,,,0.9189060314472487,,,,
KOI 1095.01,0.266,0,51.59845,,136.544255281954,,,,0.7583205113885062,,,,
KOI 1094.01,0.066,0,6.100295,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 144.01,0.048,0,4.1762599,,9.812322523955295,,,,0.27031895876554984,,,,
KOI 1089.02,0.106,0,12.218255,,31.046188597132264,,,,0.4728351423951862,,,,
KOI 1089.01,0.393,0,86.67831,,236.9721502421163,,,,0.8653775247610012,,,,
KOI 195.01,0.042,0,3.21752044,,605.988772524798,,,,1.0438058803818262,,,,
KOI 22.01,0.081,0,7.8914502,,605.988772524798,,,,1.0054437839233488,,,,
KOI 1773.01,0.351,0,83.09699,,,,,,3.9254238236581496,,,,
KOI 1762.01,0.018,0,0.870697,,5.218047376306667,,,,0.19894761651721984,,,,
KOI 1761.01,0.096,0,10.12748,,178.69880734420806,,,,0.8118490180747536,,,,
KOI 1760.02,0.078,0,8.77514,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1760.01,0.057,0,5.524233,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 1758.01,0.06,0,5.597163,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 1754.01,0.116,0,15.1358,,6.822718550845363,,,,0.22660401163844773,,,,
KOI 1751.02,0.136,0,20.99433,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1751.01,0.076,0,8.689298,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 1750.01,0.075,0,7.76855,,1.716814235608721,,,,0.11597843115353625,,,,
KOI 1749.01,0.173,0,26.96447,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 1747.01,0.143,0,20.55873,,3.7517372730412064,,,,0.16950693783978374,,,,
KOI 1746.01,0.102,0,11.79174,,3.5908450497907403,,,,0.16593837072736725,,,,
KOI 1475.01,0.022,0,1.6093059,,2.1194673645738775,,,,0.128468416046994,,,,
KOI 1474.01,0.363,0,69.73297,,195.92502567035044,,,,0.8296918536368363,,,,
KOI 1473.01,0.158,0,23.02027,,69.83125696002497,,,,0.6244992446728874,,,,
KOI 1472.01,0.371,0,85.35172,,45.30236119638074,,,,0.5442064846435162,,,,
KOI 1470.01,0.122,0,15.4341,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 1466.01,0.744,0,281.5635,,195.92502567035044,,,,0.8296918536368363,,,,
KOI 1465.01,0.089,0,9.771455,,109.47401054219065,,,,0.7137134224832999,,,,
KOI 1463.01,1.382,0,580,,605.988772524798,,,,1.4532989565316194,,,,
KOI 1459.01,0.013,0,0.6920069,,18.47941697095331,,,,0.3675624125788995,,,,
KOI 1283.01,0.078,0,8.09214,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 1282.01,0.2,0,30.86392,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 1281.01,0.261,0,49.47779,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 1279.02,0.088,0,9.6519,,0.6585228119900535,,,,0.07850847647316299,,,,
KOI 1279.01,0.115,0,14.37438,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 1278.04,0.115,0,13.63894,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 1278.03,0.088,0,9.22123,,1.689720228306449,,,,0.11508628937543212,,,,
KOI 1278.02,0.252,0,44.34713,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 1278.01,0.171,0,24.80446,,6.387432454817522,,,,0.21946687741361473,,,,
KOI 1276.02,0.107,0,13.26107,,1.5318086921300353,,,,0.10973343870680737,,,,
KOI 1086.01,0.181,0,27.66556,,5.412691386937589,,,,0.20251618362963636,,,,
KOI 1085.01,0.063,0,7.71797,,1.127535131576966,,,,0.09456702847903725,,,,
KOI 1083.01,0.073,0,7.33674,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 1082.03,0.021,0,1.2,,1.0416368938737524,,,,0.09099846136662075,,,,
KOI 1082.02,0.047,0,4.1,,1.5318086921300353,,,,0.10973343870680737,,,,
KOI 1082.01,0.064,0,6.50323,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 1081.01,0.093,0,9.955121,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1078.03,0.15,0,28.46381,,5.611005295501855,,,,0.20608475074205287,,,,
KOI 1078.02,0.058,0,6.877458,,5.661157646570206,,,,0.20697689252015697,,,,
KOI 1078.01,0.036,0,3.353707,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 1713.02,0.028,0,2.240507,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 1713.01,0.059,0,6.827818,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 1711.01,0.257,0,55.67454,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1710.01,0.11,0,14.20437,,3.056248058852944,,,,0.1534483858339095,,,,
KOI 191.04,0.218,0,38.65154,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1708.01,0.201,0,32.77373,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 1707.01,0.403,0,96.1009,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 1706.01,0.028,0,1.9214304,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 1705.01,0.152,0,20.49941,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1704.01,0.089,0,10.418751,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 1702.01,0.021,0,1.5381625,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 1701.01,0.041,0,2.439006,,3.0929647642111058,,,,0.1543405276120136,,,,
KOI 1700.01,0.076,0,8.037617,,14.807970875782022,,,,0.33009245789852626,,,,
KOI 1693.01,0.043,0,3.403746,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 1692.02,0.036,0,2.461098,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 191.03,0.015,0,0.7085982,,1.557573936796813,,,,0.11062558048491149,,,,
KOI 1692.01,0.065,0,5.9604,,7.4453736907585375,,,,0.2364175711975931,,,,
KOI 1688.01,0.018,0,0.921056,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 1687.01,0.043,0,3.932449,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 171.02,0.116,0,13.07162,,4.7016670752579035,,,,0.1891340569580745,,,,
KOI 1458.01,0.084,0,8.981345,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 1457.01,0.078,0,8.0276729,,83.79684371513837,,,,0.6601849157970525,,,,
KOI 1456.01,0.08,0,7.886632,,205.28859824143214,,,,0.8386132714178774,,,,
KOI 1452.01,0.025,0,1.1522169,,,,,,2.0519260896394873,,,,
KOI 171.01,0.069,0,5.968741,,7.975651323739789,,,,0.24444684720053025,,,,
KOI 1445.03,0.154,0,20.0196,,0.7614818677935838,,,,0.08207704358557949,,,,
KOI 1445.02,0.299,0,54.3443,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 1276.01,0.153,0,22.78983,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 1275.01,0.256,0,50.28578,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1274.01,0.923,0,362,,24.559184962402828,,,,0.4219830610432511,,,,
KOI 1273.01,0.224,0,40.05488,,13.206269977356252,,,,0.3122496223364437,,,,
KOI 1271.01,0.628,0,161.85932,,362.9193496411421,,,,0.9367488670093311,,,,
KOI 156.03,0.09,0,11.776147,,6.767500143047095,,,,0.22571186986034358,,,,
KOI 1268.01,0.849,0,268.9424,,605.988772524798,,,,1.0705701337249498,,,,
KOI 1266.01,0.085,0,11.419267,,4.38745781482083,,,,0.1828890645113456,,,,
KOI 1264.01,0.111,0,14.13179,,10.980167249937935,,,,0.28548536899332,,,,
KOI 1261.02,0.121,0,15.19471,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 142.01,0.098,0,10.916384,,18.111730026655398,,,,0.363993845466483,,,,
KOI 1074.01,0.049,0,3.7705565,,550.1677824040634,,,,0.9902773736955787,,,,
KOI 1072.01,0.094,0,10.12824,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 1070.03,0.409,0,92.7557,,8.649289062142836,,,,0.2542604067596756,,,,
KOI 1070.02,0.452,0,107.7143,,18.295098196342078,,,,0.3657781290226912,,,,
KOI 1070.01,0.07,0,6.6184,,6.3340594288480725,,,,0.21857473563551064,,,,
KOI 141.01,0.037,0,2.6242336,,32.635302979580786,,,,0.4844329855105398,,,,
KOI 1069.02,0.036,0,2.466961,,5.8640643321471115,,,,0.21054545963257348,,,,
KOI 1069.01,0.083,0,8.704142,,19.226203651576835,,,,0.37469954680373246,,,,
KOI 1067.01,0.653,0,185.02311,,,,,,3.300924578985262,,,,
KOI 1066.01,0.063,0,5.7148112,,236.9721502421163,,,,0.8653775247610012,,,,
KOI 1651.01,0.274,0,51.3002,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 1650.01,0.068,0,6.53243,,6.65775587108658,,,,0.22392758630413534,,,,
KOI 1649.01,0.04,0,4.043539,,1.127535131576966,,,,0.09456702847903725,,,,
KOI 1648.01,0.211,0,38.32527,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 1647.03,0.066,0,6.33091,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 1647.02,0.196,0,32.2757,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 1647.01,0.117,0,14.97015,,4.042038314638378,,,,0.17575193028651262,,,,
KOI 190.01,0.101,0,12.2648616,,,,,,1.5344838583390947,,,,
KOI 1646.01,0.042,0,3.720226,,0.8169256420288896,,,,0.08386132714178773,,,,
KOI 1643.01,0.098,0,11.04564,,4.4316604115714675,,,,0.18378120628944974,,,,
KOI 1641.01,0.057,0,4.85382,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 1639.02,0.094,0,9.98226,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 1637.01,0.038,0,2.970439,,2.089258785943566,,,,0.12757627426888987,,,,
KOI 1633.01,0.188,0,32.29861,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 1632.01,0.057,0,4.59492,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 1630.01,0.097,0,11.30488,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 1629.01,0.055,0,4.409673,,2.273859952710153,,,,0.1329291249375146,,,,
