NAME,MSTAR
,mearth
KOI 3348.01,
KOI 3349.01,
KOI 3352.01,
KOI 3449.01,
KOI 3451.01,
KOI 3455.01,
KOI 3456.01,
KOI 3458.01,
KOI 1833.03,
KOI 3573.01,
KOI 3581.01,
KOI 3830.01,
KOI 3835.01,
KOI 2055.03,
KOI 3935.01,
KOI 3936.02,
KOI 3939.01,
KOI 2135.02,
KOI 3837.01,
KOI 2004.02,
KOI 3726.01,
KOI 3728.01,
KOI 2055.04,
KOI 3943.01,
KOI 3946.01,
KOI 3947.02,
KOI 2135.03,
KOI 2004.03,
KOI 3735.01,
KOI 3738.01,
KOI 3741.02,
KOI 3848.01,
KOI 3853.01,
KOI 3855.01,
KOI 2059.02,
KOI 2147.02,
KOI 3742.01,
KOI 2011.02,
KOI 3749.01,
KOI 3864.01,
KOI 2061.02,
KOI 3966.01,
KOI 3864.02,
KOI 3867.01,
KOI 3871.01,
KOI 2158.02,
KOI 3975.01,
KOI 2028.03,
KOI 3762.01,
KOI 3765.01,
KOI 3767.01,
KOI 3770.01,
KOI 2076.02,
KOI 3875.01,
KOI 3876.01,
KOI 3880.01,
KOI 2162.02,
KOI 3984.01,
KOI 3771.01,
KOI 2029.03,
KOI 3780.01,
KOI 3782.01,
KOI 2078.02,
KOI 3886.01,
KOI 3889.01,
KOI 3890.01,
KOI 3891.01,
KOI 2163.02,
KOI 3991.01,
KOI 3783.01,
KOI 3784.01,
KOI 2029.04,
KOI 3787.01,
KOI 3791.01,
KOI 3892.01,
KOI 3893.01,
KOI 2092.03,
KOI 2167.03,
KOI 4002.01,
KOI 4004.01,
KOI 3794.01,
KOI 2034.02,
KOI 3901.01,
KOI 2093.02,
KOI 3907.01,
KOI 3908.01,
KOI 3909.01,
KOI 4005.01,
KOI 4007.01,
KOI 2172.02,
KOI 4009.01,
KOI 4011.01,
KOI 3801.01,
KOI 2039.02,
KOI 3911.01,
KOI 3913.01,
KOI 3916.01,
KOI 4014.01,
KOI 4015.01,
KOI 4016.01,
KOI 3811.01,
KOI 3815.01,
KOI 3818.01,
KOI 3923.01,
KOI 435.04,
KOI 2094.02,
KOI 3925.01,
KOI 3925.02,
KOI 3823.01,
KOI 435.03,
KOI 2055.02,
KOI 3925.03,
KOI 3928.01,
KOI 2098.02,
KOI 3933.01,
KOI 1782.01,276322.1184426366
KOI 1783.02,371203.80971510825
KOI 1137.01,269663.7541428141
KOI 2396.01,276322.1184426366
KOI 2480.01,189097.54611496095
KOI 2612.01,275989.2002276455
KOI 2612.02,275989.2002276455
KOI 2728.01,442781.2259382009
KOI 1351.01,339576.5792909511
KOI 2742.01,193758.40112483676
KOI 2793.01,166459.10749556424
KOI 2796.01,354557.8989655518
KOI 2806.01,227716.05905393188
KOI 2860.01,349564.1257406849
KOI 2874.01,297961.80241706
KOI 2875.01,256014.10732817784
KOI 1411.01,373201.319005055
KOI 2916.01,252684.92517826654
KOI 2925.01,279651.3005925479
KOI 2950.01,311278.5310167052
KOI 1422.05,171785.79893542232
KOI 2957.01,242697.37872853267
KOI 3009.01,256347.02554316894
KOI 1483.01,331253.62391617283
KOI 3077.01,225385.631548994
KOI 3094.01,188098.79146998757
KOI 351.04,379526.76508988644
KOI 3096.01,296630.1295570955
KOI 3102.01,184436.69110508522
KOI 3104.01,297628.88420206885
KOI 3137.01,290637.6016872552
KOI 3138.01,173783.30822536908
KOI 351.05,379526.76508988644
KOI 1792.01,363213.77255532116
KOI 1796.01,305618.921361856
KOI 1804.01,244029.0515884972
KOI 1821.01,276322.1184426366
KOI 1645.01,257345.78018814232
KOI 1658.01,446776.24451809446
KOI 1846.01,278319.6277325834
KOI 1871.02,214399.33045428677
KOI 364.01,381524.2743798332
KOI 1691.01,319601.48639148334
KOI 1695.01,369539.21864015266
KOI 1951.01,376197.58293997514
KOI 1957.01,389514.3115396203
KOI 1963.01,352893.3078905962
KOI 1981.01,249688.66124334635
KOI 1995.01,346234.9435907737
KOI 2037.02,316272.3042415721
KOI 2061.01,254349.5162532222
KOI 2065.01,303954.33028690034
KOI 1771.01,350895.79860064946
KOI 2198.01,502706.504636604
KOI 2199.01,279651.3005925479
KOI 266.01,342239.92501088005
KOI 2045.03,
KOI 2473.03,
KOI 5230.01,
KOI 5231.01,
KOI 5232.01,
KOI 5237.01,
KOI 4980.01,
KOI 4985.01,
KOI 4986.01,
KOI 5117.01,
KOI 5238.01,
KOI 5243.01,
KOI 5372.01,
KOI 4988.01,
KOI 4991.01,
KOI 4992.01,
KOI 4993.01,
KOI 5121.01,
KOI 5122.01,
KOI 5123.01,
KOI 5248.01,
KOI 5249.01,
KOI 5376.01,
KOI 5379.01,
KOI 5380.01,
KOI 5381.01,
KOI 4997.01,
KOI 4999.01,
KOI 5002.01,
KOI 5254.01,
KOI 5257.01,
KOI 5261.01,
KOI 5387.01,
KOI 5388.01,
KOI 5004.01,
KOI 5007.01,
KOI 5135.01,
KOI 5018.01,
KOI 5142.01,
KOI 5143.01,
KOI 5148.01,
KOI 5405.01,
KOI 5406.01,
KOI 5021.01,
KOI 5023.01,
KOI 5283.01,
KOI 5408.01,
KOI 5413.01,
KOI 5159.01,
KOI 5164.01,
KOI 5288.01,
KOI 5039.01,
KOI 5043.01,
KOI 5169.01,
KOI 5300.01,
KOI 4922.01,
KOI 5046.01,
KOI 5176.01,
KOI 5309.01,
KOI 4923.01,
KOI 4927.01,
KOI 4928.01,
KOI 5052.01,
KOI 5053.01,
KOI 5057.01,
KOI 5184.01,
KOI 5186.01,
KOI 4933.01,
KOI 4938.01,
KOI 5191.01,
KOI 5194.01,
KOI 5321.01,
KOI 5325.01,
KOI 4939.01,
KOI 4946.01,
KOI 5068.01,
KOI 5070.01,
KOI 5198.01,
KOI 5201.01,
KOI 5202.01,
KOI 5327.01,
KOI 5331.01,
KOI 4950.01,
KOI 5079.01,
KOI 5080.01,
KOI 5081.01,
KOI 5210.01,
KOI 5211.01,
KOI 5212.01,
KOI 5335.01,
KOI 5336.01,
KOI 5340.01,
KOI 5342.01,
KOI 4958.01,
KOI 4959.01,
KOI 4960.01,
KOI 4961.01,
KOI 4962.01,
KOI 5087.01,
KOI 5216.01,
KOI 5219.01,
KOI 5220.01,
KOI 5347.01,
KOI 4967.01,
KOI 4968.01,
KOI 5101.01,
KOI 5224.01,
KOI 5225.01,
KOI 5228.01,
KOI 5356.01,
KOI 5357.01,
KOI 4971.01,
KOI 4972.01,
KOI 4974.01,
KOI 4975.01,
KOI 4976.01,
KOI 4977.01,
KOI 4978.01,
KOI 5102.01,
KOI 5747.01,
KOI 5877.01,
KOI 5490.01,
KOI 5497.01,
KOI 5622.01,
KOI 5623.01,
KOI 5625.01,
KOI 5628.01,
KOI 5758.01,
KOI 5885.01,
KOI 5499.01,
KOI 5632.01,
KOI 5633.01,
KOI 5762.01,
KOI 5888.01,
KOI 5889.01,
KOI 5506.01,
KOI 5509.01,
KOI 5514.01,
KOI 5638.01,
KOI 5774.01,
KOI 5902.01,
KOI 5517.01,
KOI 5649.01,
KOI 5652.01,
KOI 5782.01,
KOI 5904.01,
KOI 5909.01,
KOI 5528.01,
KOI 5653.01,
KOI 5656.01,
KOI 5657.01,
KOI 5660.01,
KOI 5785.01,
KOI 5788.01,
KOI 5911.01,
KOI 5913.01,
KOI 5918.01,
KOI 5533.01,
KOI 5665.01,
KOI 5795.01,
KOI 5796.01,
KOI 5798.01,
KOI 5919.01,
KOI 5920.01,
KOI 5924.01,
KOI 5545.01,
KOI 5546.01,
KOI 5671.01,
KOI 5800.01,
KOI 5801.01,
KOI 5805.01,
KOI 5806.01,
KOI 5416.01,
KOI 5418.01,
KOI 5553.01,
KOI 5554.01,
KOI 5680.01,
KOI 5684.01,
KOI 5807.01,
KOI 5810.01,
KOI 5556.01,
KOI 5688.01,
KOI 5689.01,
KOI 5815.01,
KOI 5816.01,
KOI 5819.01,
KOI 5433.01,
KOI 5435.01,
KOI 5564.01,
KOI 5570.01,
KOI 5825.01,
KOI 5826.01,
KOI 5829.01,
KOI 5440.01,
KOI 5577.01,
KOI 5578.01,
KOI 5702.01,
KOI 5704.01,
KOI 5706.01,
KOI 5707.01,
KOI 5834.01,
KOI 5835.01,
KOI 5579.01,
KOI 5583.01,
KOI 5585.01,
KOI 5712.01,
KOI 5840.01,
KOI 5842.01,
KOI 5459.01,
KOI 5461.01,
KOI 5718.01,
KOI 5849.01,
KOI 5852.01,
KOI 5465.01,
KOI 5472.01,
KOI 5727.01,
KOI 5855.01,
KOI 5856.01,
KOI 5476.01,
KOI 5478.01,
KOI 5480.01,
KOI 5604.01,
KOI 5608.01,
KOI 5740.01,
KOI 5869.01,
KOI 5482.01,
KOI 5485.01,
KOI 5487.01,
KOI 5612.01,
KOI 5927.01,
KOI 5935.01,
KOI 5939.01,
KOI 5948.01,
KOI 5949.01,
KOI 5950.01,
KOI 5952.01,
KOI 5959.01,
KOI 5960.01,
KOI 5965.01,
KOI 5968.01,
KOI 5971.01,
