NAME,MSTAR
,mearth
KOI 1704.01,292968.02919219306
KOI 1705.01,372868.40079006396
KOI 1706.01,259676.2076930802
KOI 1707.01,316272.3042415721
KOI 1708.01,333916.96963610186
KOI 191.04,309613.93994174956
KOI 1710.01,289638.84704228176
KOI 1711.01,243030.2969435238
KOI 1713.01,195422.9921997924
KOI 1713.02,195422.9921997924
KOI 1078.01,183770.85467510295
KOI 1078.02,183770.85467510295
KOI 1078.03,183770.85467510295
KOI 1081.01,356222.4900405075
KOI 1082.01,270662.50878778746
KOI 1082.02,270662.50878778746
KOI 1082.03,270662.50878778746
KOI 1083.01,322930.66854139464
KOI 1085.01,183105.01824512068
KOI 1086.01,343238.6796558534
KOI 1276.02,307283.5124368116
KOI 1278.01,360217.50862040103
KOI 1278.02,360217.50862040103
KOI 1278.03,360217.50862040103
KOI 1278.04,360217.50862040103
KOI 1279.01,328590.2781962438
KOI 1279.02,328590.2781962438
KOI 1281.01,322930.66854139464
KOI 1282.01,369872.13685514376
KOI 1283.01,316272.3042415721
KOI 1463.01,348232.45288072043
KOI 1465.01,326592.76890629705
KOI 1466.01,230379.40477386088
KOI 1470.01,339576.5792909511
KOI 1472.01,311278.5310167052
KOI 1473.01,332918.2149911285
KOI 1474.01,437121.6162833517
KOI 1475.01,194757.15576981014
KOI 1746.01,341241.17036590667
KOI 1747.01,306284.75779183826
KOI 1749.01,316272.3042415721
KOI 1750.01,316272.3042415721
KOI 1751.01,253017.84339325764
KOI 1751.02,253017.84339325764
KOI 1754.01,300292.2299219979
KOI 1758.01,299626.39349201566
KOI 1760.01,271661.26343276084
KOI 1760.02,271661.26343276084
KOI 1761.01,386185.12938970904
KOI 1762.01,346567.8618057647
KOI 1773.01,277986.7095175923
KOI 22.01,384853.4565297445
KOI 195.01,325926.93247631483
KOI 1089.01,359551.6721904188
KOI 1089.02,359551.6721904188
KOI 144.01,285643.82846238825
KOI 1094.01,339243.66107595986
KOI 1095.01,313608.958521643
KOI 1096.01,310279.7763717318
KOI 1099.01,332585.2967761374
KOI 1101.01,251020.3341033109
KOI 1288.01,386850.9658196913
KOI 1298.01,198419.25613471257
KOI 1298.02,198419.25613471257
KOI 1299.01,447109.1627330855
KOI 1475.02,194757.15576981014
KOI 1475.03,194757.15576981014
KOI 1476.01,282980.4827424592
KOI 1477.01,296963.04777208663
KOI 1478.01,305618.921361856
KOI 1480.01,264669.9809179472
KOI 1480.02,264669.9809179472
KOI 1481.01,349564.1257406849
KOI 1484.01,276322.1184426366
KOI 1486.01,339909.4975059422
KOI 173.01,325594.01426132367
KOI 1655.01,323596.5049713769
KOI 1656.01,346234.9435907737
KOI 191.01,309613.93994174956
KOI 1659.01,406160.2222891768
KOI 1660.01,338910.7428609688
KOI 1662.01,288640.09239730844
KOI 1665.01,355889.57182551635
KOI 1665.02,355889.57182551635
KOI 1669.01,387183.8840346824
KOI 1672.01,212068.90294934885
KOI 1675.01,322930.66854139464
KOI 1677.01,318269.8135315188
KOI 191.02,309613.93994174956
KOI 1677.02,318269.8135315188
KOI 1681.01,173450.39001037795
KOI 1683.01,326592.76890629705
KOI 1684.01,388848.47510963806
KOI 1685.01,396172.6758394429
KOI 1686.01,169122.45321549327
KOI 1102.03,339576.5792909511
KOI 1102.04,339576.5792909511
KOI 1103.01,372868.40079006396
KOI 1106.01,366210.03649024136
KOI 1106.02,366210.03649024136
KOI 1108.01,302955.57564192696
KOI 1108.02,302955.57564192696
KOI 1110.01,339576.5792909511
KOI 1300.01,216396.83974423353
KOI 1301.01,307283.5124368116
KOI 1301.02,307283.5124368116
KOI 1302.01,336247.3971410398
KOI 1303.01,299626.39349201566
KOI 1304.01,342572.84322587115
KOI 1305.01,287974.2559673261
KOI 1305.02,287974.2559673261
KOI 1306.01,342905.7614408624
KOI 1306.02,342905.7614408624
KOI 1306.03,342905.7614408624
KOI 1306.04,342905.7614408624
KOI 1307.01,309613.93994174956
KOI 1486.02,339909.4975059422
KOI 1488.01,248689.906598373
KOI 1489.01,260342.0441230625
KOI 1491.01,322930.66854139464
KOI 1494.01,256347.02554316894
KOI 1495.01,329589.0328412172
KOI 174.01,227050.22262394964
KOI 1496.01,352893.3078905962
KOI 1498.01,349564.1257406849
KOI 1498.02,349564.1257406849
KOI 1715.01,319601.48639148334
KOI 1716.01,230712.32298885204
KOI 1717.01,273658.7727227076
KOI 1718.01,352893.3078905962
KOI 1720.01,291636.3563322286
KOI 1721.01,307949.3488667939
KOI 192.01,366210.03649024136
KOI 1722.01,328923.19641123497
KOI 1723.01,353892.06253556954
KOI 1724.01,356222.4900405075
KOI 1725.01,69912.82514813698
KOI 1726.01,225052.71333400288
KOI 1727.01,324262.3414013592
KOI 1731.01,269663.7541428141
KOI 1732.01,316272.3042415721
KOI 1733.01,289305.92882729066
KOI 193.01,359551.6721904188
KOI 1736.01,346234.9435907737
KOI 1738.01,265002.8991329383
KOI 1739.01,342239.92501088005
KOI 1112.01,352893.3078905962
KOI 1113.01,376197.58293997514
KOI 1113.02,376197.58293997514
KOI 1115.01,302955.57564192696
KOI 1116.01,336580.3153560309
KOI 1117.01,438786.2073583074
KOI 1118.01,376197.58293997514
KOI 1307.02,309613.93994174956
KOI 1308.01,338910.7428609688
KOI 1309.01,466085.5009875799
KOI 1310.01,349564.1257406849
KOI 1311.01,372868.40079006396
KOI 1312.01,386518.0476047002
KOI 1314.01,439452.0437882896
KOI 1315.01,390845.9843995848
KOI 1316.01,417479.44159887516
KOI 1316.02,417479.44159887516
KOI 1499.01,273658.7727227076
KOI 1499.02,273658.7727227076
KOI 1499.03,273658.7727227076
KOI 1501.01,231045.24120384318
KOI 1503.01,304953.0849318737
KOI 1505.01,340575.33393592446
KOI 1506.01,328590.2781962438
KOI 1507.01,362880.8543403301
KOI 1508.01,332252.37856114627
KOI 931.01,331919.4603461551
KOI 934.01,339909.4975059422
KOI 934.02,339909.4975059422
KOI 934.03,339909.4975059422
KOI 935.03,402165.2037092832
KOI 935.04,402165.2037092832
KOI 936.01,170454.12607545778
KOI 936.02,170454.12607545778
KOI 937.01,292302.1927622108
KOI 148.01,293966.78383716644
KOI 1127.01,346234.9435907737
KOI 1127.02,346234.9435907737
KOI 1127.03,346234.9435907737
KOI 1128.01,308948.1035117672
KOI 1129.01,246359.4790934351
KOI 1320.01,289638.84704228176
KOI 1323.01,339576.5792909511
KOI 1325.01,328923.19641123497
KOI 1328.01,314274.7949516253
KOI 1329.01,278985.46416256565
KOI 1331.01,246359.4790934351
KOI 1332.01,359551.6721904188
KOI 1332.02,359551.6721904188
KOI 1332.03,359551.6721904188
KOI 1510.01,247691.1519533996
KOI 1511.01,318935.64996150107
KOI 176.01,409489.4044390881
KOI 1515.01,191427.97361989887
KOI 1515.02,191427.97361989887
KOI 1516.01,379526.76508988644
KOI 1517.01,346234.9435907737
KOI 1518.01,322930.66854139464
KOI 1519.01,292968.02919219306
KOI 1520.01,272992.9362927253
KOI 1521.01,252352.0069632754
KOI 177.01,332252.37856114627
KOI 938.01,292302.1927622108
KOI 938.02,292302.1927622108
KOI 938.03,292302.1927622108
KOI 939.01,332918.2149911285
KOI 939.02,332918.2149911285
KOI 939.03,332918.2149911285
KOI 939.04,332918.2149911285
KOI 940.01,297628.88420206885
KOI 941.01,246359.4790934351
KOI 941.02,246359.4790934351
KOI 941.03,246359.4790934351
KOI 942.01,262339.5534130093
KOI 943.01,279651.3005925479
KOI 1141.01,187765.87325499646
KOI 1142.01,279651.3005925479
KOI 148.03,293966.78383716644
KOI 1145.01,349564.1257406849
KOI 1146.01,180108.75431020051
KOI 1148.01,389514.3115396203
KOI 1148.02,389514.3115396203
KOI 1150.01,333916.96963610186
KOI 1151.01,307949.3488667939
KOI 1335.01,392843.4936895316
KOI 1336.03,346234.9435907737
KOI 1336.04,346234.9435907737
KOI 1337.01,254349.5162532222
KOI 1338.01,316938.1406715543
KOI 1338.02,316938.1406715543
KOI 1338.03,316938.1406715543
KOI 1339.01,282980.4827424592
KOI 159.02,346234.9435907737
KOI 1341.01,356222.4900405075
KOI 1522.01,312277.2856616785
KOI 1525.01,449439.5902380235
KOI 1526.01,369539.21864015266
KOI 1527.01,296297.21134210436
KOI 1528.01,278319.6277325834
KOI 1530.01,369539.21864015266
KOI 1531.01,344903.27073080913
KOI 1532.01,392843.4936895316
KOI 1533.01,382855.94723979774
KOI 945.01,379526.76508988644
KOI 945.02,379526.76508988644
KOI 947.01,177778.32680526262
KOI 948.01,298294.7206320512
KOI 949.01,344570.35251581797
KOI 951.01,233042.75049378994
KOI 951.02,233042.75049378994
KOI 1151.02,307949.3488667939
KOI 149.01,364545.4454152857
KOI 1159.01,239035.27836363026
KOI 1160.01,286642.5831073616
KOI 1161.01,263005.38984299154
KOI 150.01,314940.6313816075
KOI 1161.02,263005.38984299154
KOI 1161.03,263005.38984299154
KOI 1162.01,356222.4900405075
KOI 1342.02,372868.40079006396
KOI 1344.01,349564.1257406849
KOI 1353.01,389514.3115396203
KOI 1353.02,389514.3115396203
KOI 1355.01,319601.48639148334
KOI 1356.01,322930.66854139464
KOI 1357.01,319601.48639148334
KOI 1358.01,246359.4790934351
KOI 1534.01,386185.12938970904
KOI 1534.02,386185.12938970904
KOI 1535.01,359551.6721904188
KOI 1536.01,377529.2557999397
KOI 1537.01,356555.4082554986
KOI 179.01,347233.698235747
KOI 953.01,312943.1220916608
KOI 131.01,389514.3115396203
KOI 954.01,337911.98821599537
KOI 954.02,337911.98821599537
KOI 955.01,382855.94723979774
KOI 956.01,217728.51260419804
KOI 1163.01,304953.0849318737
KOI 1163.02,304953.0849318737
KOI 1165.01,314274.7949516253
KOI 1165.02,314274.7949516253
KOI 1166.01,349564.1257406849
KOI 150.02,314940.6313816075
KOI 1168.01,402831.0401392655
KOI 1169.01,360217.50862040103
KOI 1170.01,325926.93247631483
KOI 1174.01,205410.53864952628
KOI 161.01,278319.6277325834
KOI 1358.02,246359.4790934351
KOI 1358.03,246359.4790934351
KOI 1358.04,246359.4790934351
KOI 1359.01,349564.1257406849
KOI 1359.02,349564.1257406849
KOI 1360.01,265668.73556292057
KOI 1360.02,265668.73556292057
KOI 1360.03,265668.73556292057
KOI 1362.01,309613.93994174956
KOI 162.01,315939.38602658093
KOI 1363.01,336247.3971410398
KOI 1364.01,277653.79130260117
KOI 1364.02,277653.79130260117
KOI 1546.01,309281.0217267584
KOI 1547.01,352893.3078905962
KOI 1549.01,295964.2931271132
KOI 179.02,347233.698235747
KOI 1552.01,276322.1184426366
KOI 1553.01,359551.6721904188
KOI 1557.01,228714.8136989053
KOI 1557.02,228714.8136989053
KOI 1557.03,228714.8136989053
KOI 180.01,328590.2781962438
KOI 1557.04,228714.8136989053
KOI 969.01,341907.00679588894
KOI 972.01,685811.5228817248
KOI 972.02,685811.5228817248
KOI 974.01,456097.9545378461
KOI 976.01,613568.2702286498
KOI 977.01,324928.1778313414
KOI 1175.01,352560.38967560505
KOI 1175.02,352560.38967560505
KOI 1176.01,226384.3861939674
KOI 151.01,372868.40079006396
KOI 152.01,392843.4936895316
KOI 1364.03,277653.79130260117
KOI 1364.04,277653.79130260117
KOI 1364.05,277653.79130260117
KOI 1366.01,317271.0588865454
KOI 1366.02,317271.0588865454
KOI 1367.01,260009.12590807138
KOI 1369.01,342905.7614408624
KOI 1370.01,316938.1406715543
KOI 1375.01,377862.17401493085
KOI 1558.01,359551.6721904188
KOI 1561.01,339576.5792909511
KOI 1563.01,299626.39349201566
KOI 1563.02,299626.39349201566
KOI 1563.03,299626.39349201566
KOI 1563.04,299626.39349201566
KOI 1564.01,324928.1778313414
KOI 1567.01,309613.93994174956
KOI 1567.02,309613.93994174956
KOI 1567.03,309613.93994174956
KOI 1567.04,309613.93994174956
KOI 1569.01,228381.89548391418
KOI 984.01,336247.3971410398
KOI 986.01,299626.39349201566
KOI 986.02,299626.39349201566
KOI 987.01,324595.25961635023
KOI 988.01,291636.3563322286
KOI 988.02,291636.3563322286
KOI 989.03,298960.5570620334
KOI 991.01,352893.3078905962
KOI 992.01,328257.3599812527
KOI 993.01,328257.3599812527
KOI 993.02,328257.3599812527
KOI 1191.01,346234.9435907737
KOI 1192.01,285310.91024739714
KOI 1193.01,306284.75779183826
KOI 1194.01,213067.65759432223
KOI 1194.02,213067.65759432223
KOI 1194.03,213067.65759432223
KOI 1198.01,398836.0215593719
KOI 1198.02,398836.0215593719
KOI 1198.03,398836.0215593719
KOI 1198.04,398836.0215593719
KOI 1199.01,255015.35268320443
KOI 1201.01,179442.91788021827
KOI 1377.01,373534.2372200462
KOI 1378.01,262672.4716280004
KOI 1379.01,331919.4603461551
KOI 1385.01,355889.57182551635
KOI 165.01,271328.34521776973
KOI 1387.01,328923.19641123497
KOI 1570.01,356222.4900405075
KOI 1572.01,352893.3078905962
KOI 1573.01,356222.4900405075
KOI 1573.02,356222.4900405075
KOI 1574.03,318269.8135315188
KOI 1576.01,284977.992032406
KOI 1576.02,284977.992032406
KOI 183.01,342239.92501088005
KOI 1576.03,284977.992032406
KOI 1577.01,198419.25613471257
KOI 994.01,279318.3823775568
KOI 998.01,352893.3078905962
KOI 999.01,266667.4902078939
KOI 999.02,266667.4902078939
KOI 1001.01,456097.9545378461
KOI 1001.02,456097.9545378461
KOI 1002.01,324928.1778313414
KOI 1005.01,252352.0069632754
KOI 1202.01,203413.0293595795
KOI 1203.01,349564.1257406849
KOI 1203.02,349564.1257406849
KOI 1203.03,349564.1257406849
KOI 1204.01,379526.76508988644
KOI 1205.01,366210.03649024136
KOI 1206.01,322930.66854139464
KOI 1207.01,258677.45304810684
KOI 1208.01,399168.93977436307
KOI 1209.01,306950.5942218205
KOI 1210.01,379526.76508988644
KOI 152.04,392843.4936895316
KOI 1391.01,369539.21864015266
KOI 1393.01,169788.28964547554
KOI 1395.01,286975.5013223528
KOI 166.01,269663.7541428141
KOI 1396.01,330920.7057011817
KOI 1396.02,330920.7057011817
KOI 1397.01,229713.56834387864
KOI 1398.01,342905.7614408624
KOI 1399.01,269663.7541428141
KOI 1402.01,340575.33393592446
KOI 1403.01,201748.43828462384
KOI 1404.01,219060.18546416255
KOI 1581.01,295964.2931271132
KOI 1581.02,295964.2931271132
KOI 1582.01,307949.3488667939
KOI 1583.01,328590.2781962438
KOI 1584.01,195422.9921997924
KOI 1585.01,320933.1592514479
KOI 1586.01,235706.09621371896
KOI 1587.01,256347.02554316894
KOI 1588.01,193425.48290984565
KOI 1589.02,339576.5792909511
KOI 1007.01,352893.3078905962
KOI 1014.01,238702.36014863913
KOI 1015.01,372868.40079006396
KOI 1015.02,372868.40079006396
KOI 1017.01,282647.56452746806
KOI 1020.01,359551.6721904188
KOI 2209.01,319601.48639148334
KOI 2210.01,239701.1147936125
KOI 2212.01,349564.1257406849
KOI 2213.01,256347.02554316894
KOI 2214.01,226051.4679789763
KOI 2215.01,295631.3749121221
KOI 2216.01,286309.66489237046
KOI 2217.01,278652.54594757454
KOI 2218.01,325594.01426132367
KOI 2218.02,325594.01426132367
KOI 232.03,356222.4900405075
KOI 2219.01,247691.1519533996
KOI 2220.01,342905.7614408624
KOI 2220.02,342905.7614408624
KOI 2220.03,342905.7614408624
KOI 2221.01,344570.35251581797
KOI 2222.01,589931.0769642798
KOI 2223.01,242697.37872853267
KOI 2224.01,326592.76890629705
KOI 2224.02,326592.76890629705
KOI 2225.01,223721.04047403834
KOI 232.04,356222.4900405075
KOI 2522.01,233042.75049378994
KOI 2523.01,329589.0328412172
KOI 2524.01,382855.94723979774
KOI 2525.01,228714.8136989053
KOI 2527.01,203413.0293595795
KOI 2528.01,344570.35251581797
KOI 2529.01,214066.41223929563
KOI 248.04,182772.10003012957
KOI 2530.01,349564.1257406849
KOI 2531.01,259676.2076930802
KOI 2532.01,257012.8619731512
KOI 2533.01,459427.1366877573
KOI 2534.01,362880.8543403301
KOI 2534.02,362880.8543403301
KOI 2535.01,239701.1147936125
KOI 2536.01,342905.7614408624
KOI 2538.01,270995.42700277857
KOI 249.01,169122.45321549327
KOI 2744.01,313608.958521643
KOI 2745.01,331586.542131164
KOI 2747.01,239701.1147936125
KOI 2748.01,316272.3042415721
KOI 2748.02,316272.3042415721
KOI 2750.01,349564.1257406849
KOI 2751.01,214066.41223929563
KOI 2753.01,332918.2149911285
KOI 2754.01,284645.0738174148
KOI 209.02,392510.5754745405
KOI 1928.01,340575.33393592446
KOI 1929.01,339909.4975059422
KOI 1929.02,339909.4975059422
KOI 1930.01,366542.95470523246
KOI 1930.02,366542.95470523246
KOI 1930.03,366542.95470523246
KOI 1930.04,366542.95470523246
KOI 1931.01,310945.61280171404
KOI 1931.02,310945.61280171404
KOI 1931.03,310945.61280171404
KOI 1932.01,695799.0693314585
KOI 1933.01,319934.40460647445
KOI 1934.01,223055.2040440561
KOI 1935.01,336247.3971410398
KOI 1937.01,201415.52006963274
KOI 1938.01,278652.54594757454
KOI 1939.01,292635.11097720196
KOI 1940.01,201748.43828462384
KOI 2226.01,326259.8506913059
KOI 2227.01,313941.8767366341
KOI 2228.01,457096.7091828194
KOI 2229.01,309613.93994174956
KOI 2232.01,310612.6945867229
KOI 2236.01,327924.44176626153
KOI 2236.02,327924.44176626153
KOI 2237.01,353559.14432057843
KOI 232.05,356222.4900405075
KOI 2238.01,183770.85467510295
KOI 2241.01,352893.3078905962
KOI 2242.01,302955.57564192696
KOI 2243.01,360217.50862040103
KOI 2245.01,322930.66854139464
KOI 2246.01,351561.63503063173
KOI 2247.01,212401.82116433998
KOI 2248.01,278319.6277325834
KOI 2248.02,278319.6277325834
KOI 2248.03,278319.6277325834
KOI 2541.01,390180.1479696026
KOI 2542.01,164794.5164206086
KOI 2543.01,252019.0887482843
KOI 2544.01,313276.0403066519
KOI 2545.01,379526.76508988644
KOI 2547.01,352893.3078905962
KOI 2548.01,259676.2076930802
KOI 2550.01,339909.4975059422
KOI 2551.01,236704.85085869237
KOI 2552.01,372868.40079006396
KOI 2553.01,262006.63519801814
KOI 2554.01,216729.75795922466
KOI 2554.02,216729.75795922466
KOI 2555.01,396172.6758394429
KOI 2556.01,319601.48639148334
KOI 2755.01,338577.82464597764
KOI 2756.01,337911.98821599537
KOI 2757.01,302289.7392119447
KOI 2759.01,237037.76907368348
KOI 2760.01,215398.08509926012
KOI 265.01,384853.4565297445
KOI 2762.01,220724.7765391182
KOI 2763.01,225718.54976398512
KOI 2764.01,196421.7468447658
KOI 1940.02,201748.43828462384
KOI 211.01,372868.40079006396
KOI 1942.01,274324.60915268987
KOI 1944.01,449439.5902380235
KOI 1945.01,284977.992032406
KOI 1945.02,284977.992032406
KOI 1946.01,346234.9435907737
KOI 1950.01,309613.93994174956
KOI 1952.01,336913.23357102205
KOI 212.01,356222.4900405075
KOI 1952.02,336913.23357102205
KOI 1952.03,336913.23357102205
KOI 1952.04,336913.23357102205
KOI 1955.01,396172.6758394429
KOI 1955.02,396172.6758394429
KOI 1958.01,340908.25215091556
KOI 1959.01,233042.75049378994
KOI 2248.04,278319.6277325834
KOI 2250.01,282980.4827424592
KOI 2252.01,386185.12938970904
KOI 2253.01,362880.8543403301
KOI 2255.01,324262.3414013592
KOI 2256.01,226384.3861939674
KOI 2257.01,302955.57564192696
KOI 2259.01,276987.9548726189
KOI 2260.01,394175.1665494961
KOI 2261.01,255015.35268320443
KOI 234.01,326259.8506913059
KOI 2261.02,255015.35268320443
KOI 2263.01,369872.13685514376
KOI 2264.01,282980.4827424592
KOI 2266.01,286309.66489237046
KOI 2269.01,392843.4936895316
KOI 2271.01,269996.6723578052
KOI 2272.01,585936.0583843861
KOI 2273.01,359551.6721904188
KOI 2274.01,302955.57564192696
KOI 2559.01,356222.4900405075
KOI 2560.01,286309.66489237046
KOI 2561.01,356555.4082554986
KOI 2563.01,386185.12938970904
KOI 2564.01,372868.40079006396
KOI 250.03,211070.14830437547
KOI 2569.01,293300.9474071842
KOI 2571.01,269663.7541428141
KOI 2572.01,319601.48639148334
KOI 2573.01,316272.3042415721
KOI 2577.01,436122.8616383783
KOI 2578.01,332918.2149911285
KOI 2579.01,359551.6721904188
KOI 2580.01,299626.39349201566
KOI 250.04,211070.14830437547
KOI 2768.01,307949.3488667939
KOI 2768.02,307949.3488667939
KOI 2770.01,208073.8843694553
KOI 41.02,369539.21864015266
KOI 2775.01,299626.39349201566
KOI 1960.01,349564.1257406849
KOI 1961.01,333584.05142111075
KOI 1962.01,356888.32647048973
KOI 1964.01,306617.67600682937
KOI 1965.01,312943.1220916608
KOI 1967.01,237037.76907368348
KOI 1968.01,376197.58293997514
KOI 1969.01,311278.5310167052
KOI 1970.01,309613.93994174956
KOI 1970.02,309613.93994174956
KOI 1971.01,251686.17053329313
KOI 1972.01,352893.3078905962
KOI 1973.01,214399.33045428677
KOI 214.01,278652.54594757454
KOI 1974.01,299959.3117070068
KOI 1975.01,329589.0328412172
KOI 1976.01,266334.57199290284
KOI 1977.01,203080.1111445884
KOI 1977.02,203080.1111445884
KOI 235.01,266334.57199290284
KOI 2276.01,549315.054735362
KOI 2278.01,379526.76508988644
KOI 2278.02,379526.76508988644
KOI 2279.01,367541.7093502059
KOI 2279.02,367541.7093502059
KOI 2280.01,326259.8506913059
KOI 2281.01,250687.41588831975
KOI 2282.01,350895.79860064946
KOI 2283.01,197420.5014897392
KOI 2285.01,331919.4603461551
KOI 2286.01,302289.7392119447
KOI 2287.01,221723.53118409158
KOI 2288.01,263338.30805798265
KOI 2289.01,369539.21864015266
KOI 2290.01,266667.4902078939
KOI 2291.01,301623.9027819624
KOI 2293.01,274990.4455826721
KOI 2294.01,338910.7428609688
KOI 2581.01,307949.3488667939
KOI 2582.01,352893.3078905962
KOI 2583.01,310612.6945867229
KOI 2585.01,409489.4044390881
KOI 2586.01,346234.9435907737
KOI 2587.01,355556.65361052525
KOI 2588.01,194424.23755481903
KOI 2589.01,260342.0441230625
KOI 2592.01,369539.21864015266
KOI 251.01,178777.08145023603
KOI 2593.01,339909.4975059422
KOI 2594.01,329589.0328412172
KOI 2595.01,459427.1366877573
KOI 2595.02,459427.1366877573
KOI 2597.01,389514.3115396203
KOI 2597.02,389514.3115396203
KOI 2778.01,329589.0328412172
KOI 2779.01,366875.8729202236
KOI 2780.01,366210.03649024136
KOI 268.01,244029.0515884972
KOI 2785.01,369539.21864015266
KOI 2786.01,436122.8616383783
KOI 2789.01,369539.21864015266
KOI 2790.01,268997.91771283187
KOI 2791.01,349897.043955676
KOI 2792.01,336247.3971410398
KOI 1978.01,339576.5792909511
KOI 1978.02,339576.5792909511
KOI 1979.01,314940.6313816075
KOI 1980.01,305951.8395768471
KOI 1982.01,289638.84704228176
KOI 1984.01,362880.8543403301
KOI 1985.01,239701.1147936125
KOI 1986.01,303621.4120719092
KOI 1988.01,223055.2040440561
KOI 1989.01,311611.44923169626
KOI 1990.01,354557.8989655518
KOI 1992.01,352893.3078905962
KOI 1996.01,266334.57199290284
KOI 1997.01,346900.7800207559
KOI 1998.01,366210.03649024136
KOI 216.01,256347.02554316894
KOI 2000.01,296963.04777208663
KOI 2001.01,304620.1667168826
KOI 2002.01,342905.7614408624
KOI 2295.01,276655.03665762773
KOI 2296.01,329589.0328412172
KOI 237.01,326925.68712128815
KOI 2297.01,339576.5792909511
KOI 2298.01,238036.52371865686
KOI 2299.01,343904.5160858357
KOI 2300.01,259676.2076930802
KOI 2302.01,372868.40079006396
KOI 2303.01,411153.9955140437
KOI 2304.01,334915.7242810753
KOI 2305.01,319601.48639148334
KOI 2306.01,182106.2636001473
KOI 2307.01,292968.02919219306
KOI 238.01,376197.58293997514
KOI 2308.01,308615.1852967761
KOI 2309.01,380858.437949851
KOI 2310.01,326592.76890629705
KOI 2311.01,353226.2261055873
KOI 2311.02,353226.2261055873
KOI 2312.01,382523.02902480663
KOI 2313.01,336913.23357102205
KOI 2597.03,389514.3115396203
KOI 2598.01,339576.5792909511
KOI 251.02,178777.08145023603
KOI 2601.01,389514.3115396203
KOI 2602.01,347566.61645073816
KOI 2603.01,344570.35251581797
KOI 2604.01,247691.1519533996
KOI 2607.01,333584.05142111075
KOI 2608.01,349564.1257406849
KOI 252.01,209405.55722941982
KOI 2613.01,282980.4827424592
KOI 2615.01,341907.00679588894
KOI 2617.01,284977.992032406
KOI 270.01,315606.46781158977
KOI 2812.01,359551.6721904188
KOI 2813.01,263005.38984299154
KOI 2816.01,293633.86562217533
KOI 2817.01,292968.02919219306
KOI 2004.01,311611.44923169626
KOI 2005.01,213400.57580931336
KOI 2006.01,181440.42717016506
KOI 2007.02,344237.43430082686
KOI 216.02,256347.02554316894
KOI 2009.01,326259.8506913059
KOI 2010.01,436122.8616383783
KOI 2011.01,385519.29295972676
KOI 2012.01,328590.2781962438
KOI 2013.01,196421.7468447658
KOI 2014.01,308615.1852967761
KOI 2016.01,352893.3078905962
KOI 2017.01,319601.48639148334
KOI 2018.01,299959.3117070068
KOI 2019.01,328590.2781962438
KOI 217.01,307283.5124368116
KOI 2020.01,214732.24866927788
KOI 2021.01,272992.9362927253
KOI 2022.01,338577.82464597764
KOI 2314.01,356555.4082554986
KOI 2315.01,272992.9362927253
KOI 2316.01,362880.8543403301
KOI 238.02,376197.58293997514
KOI 2317.01,312943.1220916608
KOI 2318.01,223055.2040440561
KOI 2319.01,396172.6758394429
KOI 2321.01,376863.4193699574
KOI 2323.01,269663.7541428141
KOI 2324.01,69912.82514813698
KOI 2325.01,243696.13337350605
KOI 2327.01,292968.02919219306
KOI 2328.01,326259.8506913059
KOI 2329.01,183770.85467510295
KOI 239.01,369539.21864015266
KOI 2331.01,342572.84322587115
KOI 2332.01,306950.5942218205
KOI 2333.01,369539.21864015266
KOI 2333.02,369539.21864015266
KOI 2335.01,319601.48639148334
KOI 2619.01,342905.7614408624
KOI 2620.01,313276.0403066519
KOI 253.01,181773.34538515616
KOI 2623.01,405161.4676442034
KOI 2624.01,349564.1257406849
KOI 2625.01,300625.14813698904
KOI 2626.01,173117.47179538684
KOI 2627.01,276322.1184426366
KOI 2628.01,366210.03649024136
KOI 2631.01,352893.3078905962
KOI 2632.01,409156.48622409697
KOI 253.02,181773.34538515616
KOI 2634.01,312277.2856616785
KOI 2635.01,386185.12938970904
KOI 2636.01,329921.95105620835
KOI 2637.01,348565.37109571154
KOI 271.01,422473.21482374205
KOI 2830.01,366210.03649024136
KOI 2832.01,253017.84339325764
KOI 2833.01,386185.12938970904
KOI 2834.01,228714.8136989053
KOI 2835.01,212734.73937933112
KOI 2836.01,233708.58692377218
KOI 2837.01,456097.9545378461
KOI 2838.02,318602.73174650996
KOI 271.02,422473.21482374205
KOI 2022.02,338577.82464597764
KOI 2023.01,268664.9994978407
KOI 2024.01,315273.54959659866
KOI 2025.01,376197.58293997514
KOI 2025.02,376197.58293997514
KOI 2025.03,376197.58293997514
KOI 2026.01,392843.4936895316
KOI 2028.01,304953.0849318737
KOI 2028.02,304953.0849318737
KOI 2029.01,275323.36379766325
KOI 2029.02,275323.36379766325
KOI 2031.01,206409.2932944997
KOI 2032.01,289638.84704228176
KOI 2033.01,270995.42700277857
KOI 2034.01,336247.3971410398
KOI 2035.01,294632.6202671487
KOI 2036.01,184103.77289009406
KOI 219.01,306284.75779183826
KOI 2036.02,184103.77289009406
KOI 2037.01,316272.3042415721
KOI 2337.01,256347.02554316894
KOI 2338.01,332918.2149911285
KOI 2339.01,220058.94010913596
KOI 2339.02,220058.94010913596
KOI 239.02,369539.21864015266
KOI 2340.01,292968.02919219306
KOI 2342.01,359551.6721904188
KOI 2343.01,309613.93994174956
KOI 2344.01,206742.2115094908
KOI 2345.01,356222.4900405075
KOI 2346.01,317603.9771015366
KOI 2347.01,185435.4457500586
KOI 2348.01,342905.7614408624
KOI 2350.01,259676.2076930802
KOI 240.01,369539.21864015266
KOI 2351.01,316272.3042415721
