NAME,MASS
KOI 1261.01,4.171858953305812e+26
KOI 1473.01,4.171858953305812e+26
KOI 1582.01,4.171858953305812e+26
Kepler-34 b,4.177215948e+26
KOI 3811.01,4.1258426901693965e+26
KOI 3473.01,4.057617986498862e+26
CoRoT-8 b,4.102672986e+26
HD 218566 b,4.041800664e+26
HD 107148 b,4.028490777e+26
KOI 1872.01,3.982921795091022e+26
HAT-P-12 b,4.002535548e+26
KOI 5057.01,3.982921795091022e+26
HD 10180 h,3.9119485710000004e+26
KOI 564.02,3.80115965891174e+26
KOI 1375.01,3.7656411859417175e+26
KOI 351.02,3.80115965891174e+26
KOI 716.01,3.80115965891174e+26
HAT-P-18 b,3.744331335e+26
KOI 3762.01,3.730570737789469e+26
KOI 94.03,3.6780320235637094e+26
KOI 1790.01,3.6262690937178236e+26
HD 45364 b,3.5533980630000004e+26
HD 104067 b,3.530347845e+26
KOI 1208.01,3.457965665928524e+26
KOI 622.01,3.457965665928524e+26
KOI 412.01,3.457965665928524e+26
HD 117618 b,3.354091524e+26
KOI 464.01,3.2959824558571035e+26
KOI 2677.01,3.2959824558571035e+26
KOI 5782.01,3.2959824558571035e+26
55 Cnc f,3.282415599e+26
HD 102117 b,3.2231571719999996e+26
Kepler-9 c,3.202556277e+26
55 Cnc c,3.124462746e+26
KOI 212.01,3.140068697470611e+26
KOI 1323.01,3.140068697470611e+26
KOI 3939.01,3.0899084968871224e+26
KOI 89.02,2.9899885453498185e+26
KOI 1786.01,2.9606527766466675e+26
KOI 2681.01,3.004740479934554e+26
KOI 1914.01,2.9899885453498185e+26
MOA-2009-BLG-319L b,2.9809590000000002e+26
KOI 3908.01,2.998832959692402e+26
KOI 4189.01,2.935892544547983e+26
KOI 2076.02,2.8968956368414847e+26
KOI 2680.01,2.8455199547711934e+26
KOI 1800.01,2.8455199547711934e+26
KOI 4975.01,2.8455199547711934e+26
KOI 1206.01,2.8455199547711934e+26
KOI 4512.01,2.831910147195914e+26
KOI 1472.01,2.7064536625941783e+26
KOI 972.01,2.7064536625941783e+26
KOI 152.01,2.7064536625941783e+26
KOI 216.01,2.7064536625941783e+26
KOI 1099.01,2.7064536625941783e+26
KOI 3309.01,2.7201229035037537e+26
KOI 2573.01,2.572592258149258e+26
KOI 151.01,2.572592258149258e+26
KOI 4363.01,2.572592258149258e+26
KOI 1944.01,2.572592258149258e+26
KOI 683.01,2.572592258149258e+26
KOI 505.01,2.6255244005597967e+26
HD 85390 b,2.504081508e+26
Kepler-35 b,2.411557857e+26
KOI 5480.01,2.370210292220979e+26
KOI 843.01,2.313315679613222e+26
KOI 1804.01,2.313315679613222e+26
KOI 469.01,2.313315679613222e+26
KOI 209.02,2.1859400938861227e+26
KOI 1779.01,2.2332709886520053e+26
KOI 356.01,2.1781023257985794e+26
KOI 2370.01,2.1546759301869703e+26
KOI 2715.01,2.2332709886520053e+26
KOI 3444.02,2.1859400938861227e+26
KOI 1573.01,2.2332709886520053e+26
KOI 1816.01,2.1546759301869703e+26
KOI 1727.01,2.2332709886520053e+26
KOI 633.01,2.2332709886520053e+26
KOI 735.01,2.1546759301869703e+26
KOI 1103.01,2.2332709886520053e+26
KOI 1328.01,2.2332709886520053e+26
KOI 834.01,2.077528992237349e+26
KOI 5.01,2.1236434660518524e+26
KOI 3433.01,2.1005211119318905e+26
Kepler-79 b,2.07831702e+26
KOI 1805.01,2.077528992237349e+26
KOI 2775.01,2.077528992237349e+26
HD 99492 b,2.016020673e+26
KOI 3823.01,2.0342782107976187e+26
KOI 1879.01,2.0018286376767866e+26
KOI 3925.01,2.028914216785665e+26
KOI 782.01,2.0018286376767866e+26
KOI 2696.01,2.0018286376767866e+26
KOI 149.01,2.0093336212220317e+26
KOI 776.01,2.0018286376767866e+26
KOI 4351.01,1.9788338882837908e+26
KOI 3871.01,1.977164707734218e+26
KOI 141.01,1.9496982706061153e+26
KOI 902.01,1.9496982706061153e+26
KOI 2528.01,1.9275733033546367e+26
KOI 1873.01,1.9275733033546367e+26
KOI 847.01,1.9275733033546367e+26
KOI 2037.01,1.9275733033546367e+26
HD 49674 b,1.928528577e+26
KOI 851.01,1.9275733033546367e+26
HD 103197 b,1.8653417397000003e+26
KOI 4446.01,1.8619776811224982e+26
KOI 1089.02,1.8547613991698758e+26
KOI 2672.01,1.8547613991698758e+26
KOI 4946.01,1.8547613991698758e+26
KOI 1478.01,1.8260404364576682e+26
KOI 318.01,1.7763335344001554e+26
KOI 1423.01,1.7833913070941376e+26
KOI 1355.01,1.7833913070941376e+26
KOI 1784.01,1.7833913070941376e+26
KOI 5472.01,1.7763335344001554e+26
KOI 1783.02,1.7833913070941376e+26
KOI 5039.01,1.7833913070941376e+26
KOI 1932.01,1.7833913070941376e+26
GJ 163 d,1.7583822726e+26
KOI 901.01,1.7273322323770745e+26
KOI 5632.01,1.716923698330884e+26
KOI 5230.01,1.7065475322267824e+26
KOI 304.01,1.7134613801400354e+26
KOI 1564.01,1.7134613801400354e+26
KOI 279.01,1.7134613801400354e+26
KOI 242.01,1.7134613801400354e+26
KOI 4730.01,1.665366432706986e+26
KOI 289.02,1.6721940068627506e+26
KOI 467.01,1.644969941270622e+26
KOI 179.02,1.644969941270622e+26
KOI 4670.01,1.644969941270622e+26
KOI 219.01,1.644969941270622e+26
KOI 525.01,1.644969941270622e+26
KOI 1779.02,1.644969941270622e+26
KOI 4886.01,1.644969941270622e+26
KOI 1884.01,1.644969941270622e+26
KOI 2519.01,1.644969941270622e+26
KOI 367.01,1.631444122304446e+26
HD 179079 b,1.5906814938e+26
KOI 1258.01,1.5779152822453553e+26
HAT-P-11 b,1.5670996397999998e+26
KOI 3161.01,1.544270078765954e+26
KOI 5718.01,1.5383714184252626e+26
HD 10180 e,1.5149594390999999e+26
KOI 1001.01,1.5122956623975472e+26
KOI 1429.01,1.5122956623975472e+26
KOI 1005.01,1.5122956623975472e+26
KOI 1812.01,1.5122956623975472e+26
KOI 302.01,1.5122956623975472e+26
KOI 221.01,1.5122956623975472e+26
KOI 757.01,1.5122956623975472e+26
KOI 1839.01,1.4928893447172168e+26
KOI 1274.01,1.4672148280238698e+26
KOI 3875.01,1.4672148280238698e+26
Kepler-4 b,1.4663261373e+26
HD 11964 c,1.4633072042999999e+26
KOI 232.01,1.4481093073377156e+26
KOI 1828.01,1.4481093073377156e+26
KOI 764.01,1.4481093073377156e+26
KOI 89.01,1.4481093073377156e+26
HD 10180 f,1.4112125724e+26
KOI 3794.01,1.4127903255830574e+26
HD 192310 c,1.3975818051e+26
KOI 2821.01,1.3853544075766927e+26
KOI 1325.01,1.3853544075766927e+26
KOI 900.01,1.3853544075766927e+26
KOI 1792.01,1.391565534383359e+26
KOI 3138.01,1.3853544075766927e+26
KOI 433.01,1.3853544075766927e+26
KOI 2683.01,1.3853544075766927e+26
GJ 436 b,1.3803150272999999e+26
Kepler-30 d,1.3801118663999998e+26
61 Vir d,1.3593343923e+26
KOI 5633.01,1.3606528429036669e+26
HD 47186 b,1.351931361e+26
KOI 896.01,1.3422767065996672e+26
KOI 1420.01,1.324029117061702e+26
KOI 953.01,1.324029117061702e+26
KOI 4526.01,1.324029117061702e+26
KOI 108.02,1.299898870707621e+26
HD 10180 g,1.2793687431000001e+26
KOI 1932.02,1.2795676781147126e+26
HD 16417 b,1.2713600265e+26
KOI 881.02,1.2700571150471728e+26
KOI 723.03,1.2641315516178527e+26
KOI 1162.01,1.2641315516178527e+26
KOI 1814.01,1.2641315516178527e+26
KOI 1856.01,1.2347175661623243e+26
KOI 370.01,1.2172401697953302e+26
KOI 2222.01,1.2230517235944943e+26
KOI 2144.01,1.2172401697953302e+26
KOI 612.03,1.2230517235944943e+26
KOI 46.01,1.2230517235944943e+26
KOI 1888.01,1.205659787286696e+26
KOI 1236.01,1.205659787286696e+26
KOI 317.01,1.205659787286696e+26
KOI 1805.02,1.205659787286696e+26
KOI 816.01,1.205659787286696e+26
KOI 2678.01,1.205659787286696e+26
KOI 783.01,1.205659787286696e+26
KOI 1476.01,1.205659787286696e+26
OGLE-2007-BLG-368L b,1.1942822999999999e+26
KOI 1303.01,1.1941363583409357e+26
HD 219828 b,1.1813426595e+26
KOI 697.01,1.1712602973522262e+26
KOI 4353.01,1.1655768531078331e+26
KOI 94.02,1.1599076332404247e+26
KOI 1650.02,1.164441871248764e+26
KOI 1858.01,1.1486118585525035e+26
KOI 429.01,1.1486118585525035e+26
KOI 1825.01,1.1486118585525035e+26
KOI 1069.01,1.1486118585525035e+26
KOI 941.03,1.1486118585525035e+26
KOI 4676.01,1.1486118585525035e+26
KOI 1159.01,1.1486118585525035e+26
KOI 759.01,1.1486118585525035e+26
KOI 240.01,1.1486118585525035e+26
KOI 470.01,1.1486118585525035e+26
KOI 1311.01,1.1486118585525035e+26
KOI 1527.01,1.1486118585525035e+26
KOI 935.03,1.1486118585525035e+26
KOI 1458.01,1.1486118585525035e+26
KOI 427.01,1.1486118585525035e+26
KOI 5238.01,1.1150657085347581e+26
HD 190360 c,1.1197355406e+26
HAT-P-26 b,1.1135666643e+26
KOI 2081.01,1.1095244166202877e+26
KOI 3889.01,1.1039973286786927e+26
KOI 3412.01,1.1045493983529138e+26
HD 125612 c,1.1025124329e+26
KOI 907.04,1.0929857564458685e+26
KOI 4307.01,1.0929857564458685e+26
KOI 756.01,1.0929857564458685e+26
KOI 2828.01,1.0929857564458685e+26
KOI 1070.02,1.0929857564458685e+26
KOI 2052.01,1.0929857564458685e+26
KOI 1840.01,1.0929857564458685e+26
HD 90156 b,1.0733256165e+26
HD 69830 d,1.0696763151e+26
KOI 5533.01,1.074940813783121e+26
KOI 3907.01,1.0684173357719531e+26
KOI 672.02,1.0548923735450982e+26
KOI 239.01,1.0387794265129834e+26
KOI 3947.02,1.0387794265129834e+26
KOI 4797.01,1.0387794265129834e+26
KOI 916.01,1.0387794265129834e+26
KOI 2688.01,1.0387794265129834e+26
KOI 766.01,1.0387794265129834e+26
KOI 5805.01,1.0387794265129834e+26
KOI 934.01,1.0387794265129834e+26
KOI 2380.01,1.0387794265129834e+26
KOI 578.01,1.0387794265129834e+26
KOI 1808.01,1.0387794265129834e+26
KOI 513.01,1.0387794265129834e+26
KOI 4269.01,1.0334368004829262e+26
Kepler-18 c,1.0328928e+26
KOI 3923.01,1.02810834906566e+26
KOI 3358.01,1.0233248603203782e+26
KOI 1503.01,1.0227940701271467e+26
KOI 5625.01,1.0153778853037527e+26
HD 192310 b,1.0086995646e+26
KOI 3418.01,1.004831503035629e+26
KOI 281.01,9.859907666375187e+25
KOI 2750.01,9.859907666375187e+25
KOI 638.02,9.859907666375187e+25
KOI 924.01,9.859907666375187e+25
KOI 884.02,9.859907666375187e+25
KOI 1866.01,9.859907666375187e+25
KOI 119.01,9.859907666375187e+25
Kepler-18 d,9.797292000000001e+25
KOI 5815.01,9.652717699652264e+25
HD 102365 b,9.679078938e+25
HD 77338 b,9.458165193e+25
KOI 5712.01,9.549971592124995e+25
KOI 4068.01,9.539728096820415e+25
GJ 581 b,9.474873753e+25
Kepler-20 c,9.399666246000001e+25
KOI 678.01,9.447791166979181e+25
KOI 344.01,9.34617624700412e+25
KOI 4152.01,9.27538218326904e+25
KOI 2115.01,9.34617624700412e+25
KOI 547.01,9.34617624700412e+25
KOI 1718.01,9.34617624700412e+25
KOI 907.02,9.34617624700412e+25
KOI 1877.01,9.295580795838459e+25
KOI 884.01,9.34617624700412e+25
KOI 1353.02,9.34617624700412e+25
KOI 1409.01,9.34617624700412e+25
KOI 638.01,9.34617624700412e+25
KOI 2181.01,9.1948137994345e+25
KOI 142.01,9.245126654114818e+25
KOI 1922.03,9.124613122350854e+25
KOI 1781.01,9.144642209343031e+25
KOI 505.04,9.144642209343031e+25
KOI 4361.01,9.144642209343031e+25
HD 4308 b,9.063938112e+25
KOI 1846.01,9.044722732828177e+25
KOI 155.01,9.044722732828177e+25
KOI 1001.02,9.044722732828177e+25
KOI 1700.01,8.846577960609696e+25
KOI 3318.02,8.846577960609696e+25
KOI 408.01,8.846577960609696e+25
KOI 3061.01,8.846577960609696e+25
KOI 2734.01,8.846577960609696e+25
KOI 521.01,8.846577960609696e+25
KOI 2728.01,8.846577960609696e+25
KOI 460.01,8.846577960609696e+25
KOI 102.01,8.797394589169353e+25
KOI 179.01,8.846577960609696e+25
KOI 150.02,8.846577960609696e+25
BD -08 2823 b,8.72281767e+25
Kepler-48 c,8.727944160000001e+25
KOI 2092.03,8.6506908803735e+25
KOI 1904.01,8.699451072050237e+25
KOI 420.01,8.602071702521774e+25
KOI 5585.01,8.602071702521774e+25
KOI 2364.01,8.505256295646538e+25
KOI 220.01,8.45706002015007e+25
KOI 2069.01,8.505256295646538e+25
KOI 1685.01,8.361090208405073e+25
KOI 821.01,8.361090208405073e+25
KOI 2065.01,8.361090208405073e+25
KOI 439.01,8.361090208405073e+25
KOI 2092.01,8.361090208405073e+25
KOI 2686.01,8.361090208405073e+25
KOI 528.02,8.361090208405073e+25
KOI 1563.04,8.361090208405073e+25
KOI 1622.01,8.361090208405073e+25
KOI 456.01,8.361090208405073e+25
KOI 989.03,8.361090208405073e+25
KOI 2102.01,8.361090208405073e+25
KOI 844.01,8.361090208405073e+25
KOI 907.01,8.361090208405073e+25
KOI 4418.01,8.361090208405073e+25
KOI 811.01,8.361090208405073e+25
KOI 2696.02,8.361090208405073e+25
KOI 435.01,8.361090208405073e+25
KOI 1968.01,8.361090208405073e+25
GJ 3470 b,8.356045791e+25
KOI 124.02,8.313316625320645e+25
KOI 652.01,8.265683892769044e+25
KOI 5706.01,8.199234651200244e+25
KOI 331.01,8.076560995531627e+25
KOI 5612.01,8.081261618871255e+25
KOI 678.02,7.982844034294286e+25
HD 125595 b,7.913098068e+25
KOI 1359.01,7.889689809872173e+25
KOI 926.01,7.889689809872173e+25
KOI 795.01,7.889689809872173e+25
KOI 1818.01,7.889689809872173e+25
KOI 940.01,7.889689809872173e+25
KOI 1563.01,7.889689809872173e+25
KOI 1978.02,7.889689809872173e+25
KOI 2084.01,7.889689809872173e+25
KOI 285.01,7.936196591979507e+25
KOI 432.01,7.889689809872173e+25
KOI 2672.02,7.889689809872173e+25
KOI 1822.01,7.889689809872173e+25
KOI 2167.01,7.889689809872173e+25
KOI 5638.01,7.889689809872173e+25
KOI 1273.01,7.889689809872173e+25
KOI 2285.01,7.889689809872173e+25
KOI 1821.01,7.889689809872173e+25
KOI 1444.01,7.889689809872173e+25
KOI 1470.01,7.889689809872173e+25
KOI 2066.01,7.889689809872173e+25
KOI 426.01,7.889689809872173e+25
KOI 1397.01,7.889689809872173e+25
KOI 150.01,7.889689809872173e+25
KOI 4462.01,7.889689809872173e+25
KOI 845.01,7.889689809872173e+25
KOI 2232.01,7.889689809872173e+25
KOI 1723.01,7.889689809872173e+25
HD 10180 c,7.880630298e+25
KOI 1314.01,7.751013183703047e+25
KOI 1707.02,7.76482390729029e+25
KOI 4066.01,7.6592649574864545e+25
KOI 4922.01,7.705068801008506e+25
KOI 5388.01,7.568078790276609e+25
KOI 5184.01,7.5635342324532415e+25
KOI 2172.02,7.568078790276609e+25
KOI 508.01,7.613601628732733e+25
OGLE-05-169L b,7.5948e+25
KOI 3901.01,7.572624752757625e+25
KOI 3288.01,7.545370047244738e+25
GJ 876 e,7.44841023e+25
KOI 1707.01,7.432352970979755e+25
KOI 1017.01,7.432352970979755e+25
KOI 1801.01,7.432352970979755e+25
KOI 3026.01,7.432352970979755e+25
KOI 593.02,7.432352970979755e+25
KOI 5855.01,7.432352970979755e+25
KOI 528.03,7.432352970979755e+25
KOI 4067.01,7.432352970979755e+25
KOI 479.01,7.432352970979755e+25
KOI 386.01,7.432352970979755e+25
KOI 3071.01,7.432352970979755e+25
KOI 787.02,7.432352970979755e+25
KOI 99.01,7.432352970979755e+25
KOI 2044.01,7.432352970979755e+25
KOI 800.02,7.432352970979755e+25
KOI 119.02,7.432352970979755e+25
KOI 427.03,7.432352970979755e+25
KOI 734.01,7.432352970979755e+25
KOI 517.01,7.432352970979755e+25
KOI 1724.01,7.432352970979755e+25
KOI 2108.01,7.432352970979755e+25
KOI 5380.01,7.373930883348676e+25
KOI 468.01,7.432352970979755e+25
KOI 941.01,7.432352970979755e+25
KOI 115.01,7.342571091275604e+25
KOI 1835.01,7.342571091275604e+25
KOI 1215.02,7.253350579716702e+25
KOI 104.01,7.253350579716702e+25
KOI 4636.01,7.253350579716702e+25
KOI 105.01,7.208950774579186e+25
KOI 505.03,7.208950774579186e+25
KOI 4377.01,7.2178195134427535e+25
KOI 1835.03,7.208950774579186e+25
HD 10180 d,7.149535863e+25
KOI 92.01,7.076592860474002e+25
KOI 672.01,7.076592860474002e+25
KOI 3119.01,6.989055249693269e+25
KOI 507.01,6.989055249693269e+25
KOI 535.01,6.989055249693269e+25
KOI 2538.01,6.989055249693269e+25
KOI 1398.01,6.989055249693269e+25
KOI 723.02,6.989055249693269e+25
KOI 676.01,6.989055249693269e+25
KOI 2448.01,6.989055249693269e+25
KOI 5021.01,7.032753972111983e+25
KOI 1950.01,6.989055249693269e+25
KOI 5408.01,6.989055249693269e+25
KOI 757.02,6.989055249693269e+25
KOI 881.01,7.032753972111983e+25
KOI 459.01,6.989055249693269e+25
KOI 508.02,7.032753972111983e+25
KOI 2757.01,6.989055249693269e+25
KOI 505.02,6.989055249693269e+25
KOI 867.01,6.989055249693269e+25
KOI 2028.01,6.989055249693269e+25
KOI 1598.01,6.989055249693269e+25
KOI 2156.01,6.989055249693269e+25
KOI 2419.01,6.989055249693269e+25
HD 69830 c,6.981690783000001e+25
HIP 57274 b,6.943697796e+25
KOI 2357.02,6.8662769623617645e+25
KOI 3305.01,6.945496667773956e+25
KOI 691.01,6.815661509482046e+25
KOI 1873.02,6.845843623628701e+25
KOI 5070.01,6.772663233663187e+25
Kepler-30 b,6.75120759e+25
KOI 5727.01,6.7298049700268505e+25
KOI 5487.01,6.68708669268714e+25
KOI 49.01,6.7298049700268505e+25
KOI 1820.01,6.68708669268714e+25
KOI 974.01,6.7298049700268505e+25
GJ 674 b,6.622475729999999e+25
KOI 896.02,6.644508375682951e+25
KOI 923.01,6.5597715184579215e+25
KOI 1264.01,6.5597715184579215e+25
KOI 3417.01,6.627516231945535e+25
KOI 1923.01,6.5597715184579215e+25
KOI 1517.01,6.5597715184579215e+25
KOI 1275.01,6.5597715184579215e+25
KOI 1576.01,6.5597715184579215e+25
KOI 1878.01,6.5597715184579215e+25
KOI 1732.01,6.5597715184579215e+25
KOI 5122.01,6.644508375682951e+25
KOI 747.01,6.5597715184579215e+25
KOI 1395.01,6.5597715184579215e+25
KOI 2166.01,6.5597715184579215e+25
KOI 2639.02,6.5597715184579215e+25
KOI 5852.01,6.5597715184579215e+25
KOI 431.01,6.5597715184579215e+25
KOI 573.01,6.5597715184579215e+25
KOI 800.01,6.5597715184579215e+25
KOI 548.01,6.644508375682951e+25
KOI 1366.02,6.5597715184579215e+25
KOI 1426.01,6.5597715184579215e+25
KOI 1165.01,6.5597715184579215e+25
KOI 473.01,6.5597715184579215e+25
KOI 1481.01,6.5597715184579215e+25
mu Ara d,6.567090651e+25
KOI 984.01,6.517612925934727e+25
KOI 711.01,6.517612925934727e+25
GJ 163 b,6.432036120000001e+25
KOI 956.01,6.43371528173393e+25
KOI 252.01,6.391976177290284e+25
KOI 3365.01,6.391976177290284e+25
KOI 308.01,6.350376849309982e+25
61 Vir c,6.336854289e+25
KOI 1854.01,6.3089172712135945e+25
KOI 3818.01,6.267597416342251e+25
KOI 3278.01,6.263473114603747e+25
KOI 5546.01,6.3089172712135945e+25
MOA-2009-BLG-266L b,6.208749e+25
KOI 288.01,6.2264172579571636e+25
KOI 303.01,6.2264172579571636e+25
KOI 3484.01,6.197674252138477e+25
KOI 2533.01,6.2264172579571636e+25
KOI 5707.01,6.1853767692391125e+25
KOI 2715.02,6.1444759232879575e+25
KOI 949.01,6.1444759232879575e+25
KOI 4014.01,6.124077857921422e+25
KOI 891.01,6.1444759232879575e+25
KOI 1236.03,6.1444759232879575e+25
KOI 2204.01,6.063093051678118e+25
KOI 951.01,6.1444759232879575e+25
KOI 1978.01,6.1444759232879575e+25
KOI 3086.01,6.1444759232879575e+25
KOI 628.01,6.1444759232879575e+25
KOI 5798.01,6.087449287416228e+25
KOI 386.02,6.1444759232879575e+25
KOI 1307.01,6.1444759232879575e+25
KOI 3014.01,6.1444759232879575e+25
KOI 629.01,6.1444759232879575e+25
KOI 1596.02,6.103714693122128e+25
KOI 1278.02,6.1444759232879575e+25
KOI 1563.02,6.1444759232879575e+25
KOI 1506.01,6.1444759232879575e+25
KOI 1970.02,6.1444759232879575e+25
KOI 752.02,6.1444759232879575e+25
KOI 1751.02,6.1444759232879575e+25
KOI 2639.01,6.1444759232879575e+25
KOI 1781.03,6.095579198603062e+25
KOI 2034.01,6.1444759232879575e+25
KOI 5159.01,6.103714693122128e+25
KOI 398.02,6.1444759232879575e+25
KOI 2276.01,6.1444759232879575e+25
KOI 2950.01,6.1444759232879575e+25
KOI 1113.02,6.1444759232879575e+25
KOI 954.02,6.1444759232879575e+25
KOI 474.03,6.1444759232879575e+25
KOI 1332.01,6.063093051678118e+25
KOI 2025.01,6.1444759232879575e+25
KOI 869.02,6.1444759232879575e+25
KOI 107.01,6.1444759232879575e+25
HD 69830 b,6.009157656e+25
KOI 3260.01,5.982268426288715e+25
Kepler-79 c,6.408852993000001e+25
KOI 581.01,5.982268426288715e+25
KOI 718.02,6.022610971809959e+25
KOI 2691.01,6.022610971809959e+25
KOI 2078.02,5.918010516693007e+25
KOI 374.01,5.942065387801943e+25
KOI 720.03,5.942065387801943e+25
KOI 144.01,5.862077722261373e+25
KOI 4976.01,5.862077722261373e+25
KOI 1989.01,5.942065387801943e+25
KOI 4978.01,5.862077722261373e+25
KOI 5747.01,5.862077722261373e+25
KOI 4084.01,5.7826477549984495e+25
KOI 124.01,5.7826477549984495e+25
KOI 1508.01,5.7826477549984495e+25
KOI 2503.01,5.822293040160397e+25
KOI 388.01,5.7826477549984495e+25
KOI 4399.01,5.7826477549984495e+25
KOI 3909.01,5.822293040160397e+25
KOI 1591.01,5.7826477549984495e+25
KOI 1970.01,5.7431418390375384e+25
KOI 1364.01,5.7431418390375384e+25
KOI 1029.01,5.7431418390375384e+25
KOI 2104.01,5.7431418390375384e+25
KOI 538.01,5.7431418390375384e+25
KOI 1998.01,5.7431418390375384e+25
KOI 250.04,5.66454800333246e+25
KOI 601.01,5.7431418390375384e+25
KOI 1516.01,5.7431418390375384e+25
KOI 443.01,5.7431418390375384e+25
KOI 492.01,5.7431418390375384e+25
KOI 592.01,5.7431418390375384e+25
KOI 234.01,5.7431418390375384e+25
KOI 546.01,5.7431418390375384e+25
KOI 110.01,5.7431418390375384e+25
KOI 4717.01,5.7431418390375384e+25
KOI 510.04,5.7431418390375384e+25
KOI 2205.01,5.7431418390375384e+25
KOI 416.01,5.7431418390375384e+25
KOI 5702.01,5.7431418390375384e+25
KOI 2348.01,5.7431418390375384e+25
KOI 1282.01,5.7431418390375384e+25
KOI 730.01,5.7431418390375384e+25
KOI 1813.01,5.7431418390375384e+25
KOI 1191.01,5.7431418390375384e+25
KOI 788.01,5.7431418390375384e+25
KOI 2037.03,5.7431418390375384e+25
KOI 878.01,5.7431418390375384e+25
KOI 152.04,5.7431418390375384e+25
KOI 1892.01,5.7431418390375384e+25
KOI 1921.01,5.7431418390375384e+25
KOI 3423.01,5.703775264452902e+25
KOI 3425.01,5.684144221457587e+25
KOI 945.02,5.7431418390375384e+25
KOI 531.01,5.7431418390375384e+25
KOI 2308.01,5.7431418390375384e+25
KOI 1832.01,5.7431418390375384e+25
KOI 1595.01,5.7431418390375384e+25
KOI 4974.01,5.7431418390375384e+25
KOI 2998.01,5.7431418390375384e+25
KOI 723.01,5.7431418390375384e+25
KOI 2660.01,5.7431418390375384e+25
KOI 1102.03,5.7431418390375384e+25
KOI 781.01,5.703775264452902e+25
KOI 5913.01,5.641078505478699e+25
KOI 5142.01,5.586511309395839e+25
KOI 590.02,5.586511309395839e+25
KOI 2417.01,5.586511309395839e+25
KOI 720.01,5.586511309395839e+25
KOI 4051.01,5.62546002767625e+25
KOI 341.01,5.62546002767625e+25
KOI 1958.01,5.509031532162909e+25
KOI 348.01,5.509031532162909e+25
KOI 1221.01,5.509031532162909e+25
KOI 580.01,5.509031532162909e+25
KOI 4092.01,5.505172158308071e+25
KOI 117.01,5.470500416585983e+25
KOI 227.01,5.509031532162909e+25
KOI 103.01,5.5477018203137586e+25
KOI 1805.03,5.5477018203137586e+25
KOI 3316.01,5.5477018203137586e+25
KOI 108.01,5.509031532162909e+25
HD 7924 b,5.528729595e+25
KOI 4062.01,5.509031532162909e+25
KOI 587.01,5.3557418203598204e+25
KOI 654.02,5.3557418203598204e+25
KOI 4009.01,5.393855589269988e+25
KOI 938.01,5.3557418203598204e+25
KOI 1830.02,5.401495032569045e+25
KOI 1406.01,5.3557418203598204e+25
KOI 2698.01,5.3557418203598204e+25
KOI 1581.02,5.3557418203598204e+25
KOI 5680.01,5.3557418203598204e+25
KOI 2856.01,5.3557418203598204e+25
KOI 2237.01,5.3557418203598204e+25
KOI 618.01,5.3557418203598204e+25
KOI 1329.01,5.3557418203598204e+25
KOI 4253.01,5.3557418203598204e+25
KOI 2076.01,5.432108445134854e+25
KOI 5342.01,5.432108445134854e+25
KOI 3279.01,5.3557418203598204e+25
KOI 1751.01,5.3557418203598204e+25
KOI 2704.01,5.3557418203598204e+25
KOI 536.01,5.3557418203598204e+25
KOI 954.01,5.3557418203598204e+25
KOI 523.02,5.3557418203598204e+25
KOI 2229.01,5.3557418203598204e+25
KOI 2186.01,5.3557418203598204e+25
KOI 1215.01,5.432108445134854e+25
KOI 2975.01,5.3557418203598204e+25
KOI 528.01,5.3557418203598204e+25
KOI 2198.01,5.3557418203598204e+25
KOI 2793.01,5.3557418203598204e+25
KOI 408.02,5.3557418203598204e+25
KOI 645.01,5.3557418203598204e+25
KOI 454.01,5.3557418203598204e+25
KOI 567.01,5.3557418203598204e+25
KOI 2250.01,5.3557418203598204e+25
KOI 1113.01,5.3557418203598204e+25
KOI 1203.01,5.3557418203598204e+25
KOI 2786.01,5.3557418203598204e+25
KOI 645.02,5.3557418203598204e+25
KOI 920.01,5.432108445134854e+25
KOI 3375.01,5.393855589269988e+25
KOI 5577.01,5.3557418203598204e+25
KOI 1094.01,5.3557418203598204e+25
KOI 577.01,5.3557418203598204e+25
KOI 1889.01,5.3557418203598204e+25
KOI 921.02,5.3557418203598204e+25
KOI 416.02,5.3557418203598204e+25
KOI 1881.01,5.3557418203598204e+25
KOI 1835.02,5.432108445134854e+25
KOI 2201.01,5.3557418203598204e+25
KOI 1974.01,5.3557418203598204e+25
KOI 2445.01,5.3557418203598204e+25
HD 40307 d,5.3307901199999995e+25
KOI 2167.03,5.279931428413545e+25
KOI 3975.01,5.276155505792332e+25
KOI 1569.01,5.279931428413545e+25
KOI 260.02,5.317767109680159e+25
KOI 999.02,5.317767109680159e+25
KOI 448.02,5.317767109680159e+25
KOI 1160.01,5.279931428413545e+25
KOI 4294.01,5.336015590157357e+25
KOI 934.03,5.317767109680159e+25
KOI 112.01,5.20467703837959e+25
KOI 5216.01,5.167258271505373e+25
KOI 1332.03,5.242234747648642e+25
KOI 5968.01,5.20467703837959e+25
KOI 1942.01,5.167258271505373e+25
KOI 1070.03,5.167258271505373e+25
KOI 2067.01,5.242234747648642e+25
KOI 5433.01,5.17473091088869e+25
KOI 1628.01,5.167258271505373e+25
KOI 1570.01,5.167258271505373e+25
KOI 694.01,5.242234747648642e+25
KOI 5578.01,5.167258271505373e+25
KOI 1788.02,5.167258271505373e+25
KOI 5622.01,5.242234747648642e+25
